COURSE,YEAR,INTEGRANTES
PREPS - Programa de Pós-graduação &amp;quot;latu senso&amp;quot;,2006,['Arnaldo Leite de Alvarenga']
Pedagogia do Movimento para o Ensino de Dança,2005,['Arnaldo Leite de Alvarenga']
Pedagogia do Movimento para o Ensino de Dança,2006,['Arnaldo Leite de Alvarenga']
PREPS - Programa de Pós-graduação &amp;quot;latu senso&amp;quot;,2001,['Arnaldo Leite de Alvarenga']
"Dança, corpo e consciência",2000,['Arnaldo Leite de Alvarenga']
PREPS: Curso de Especialização em Arte-Educação (Dança),2008,['Arnaldo Leite de Alvarenga']
Dança e Sociedade,2007,['Arnaldo Leite de Alvarenga']
Corpo e Consciência,2005,['Arnaldo Leite de Alvarenga']
Oficina Linguagem Corporal: Dança,2012,['Arnaldo Leite de Alvarenga']
Dança e Sociedade,2011,['Arnaldo Leite de Alvarenga']
História da Dança,2013,['Arnaldo Leite de Alvarenga']
13 Semana da Dança Mímulus,2014,['Arnaldo Leite de Alvarenga']
"Curso de Qualificação em Criação, Ensino e Produção em Danças de Salão",2014,['Arnaldo Leite de Alvarenga']
Danç: Corpo e consciência para a maior idade,2015,['Arnaldo Leite de Alvarenga']
Dança: corpo e consciência,2015,['Arnaldo Leite de Alvarenga']
Continuidades e permanências nas poéticas do corpo que dança,2016,['Arnaldo Leite de Alvarenga']
Corpo e Consciência,2017,['Arnaldo Leite de Alvarenga']
ALGUMAS PÁGINAS DA DANÇA TEATRAL NO BRASIL: UM PERCURSO,2020,['Arnaldo Leite de Alvarenga']
Dança e Sociedade,2008,['Arnaldo Leite de Alvarenga']
