ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9638277622683373,Alex Beigui de Paiva Cavalcante,Cavalcante,"BEIGUI, Alex.;BEIGUI;Alex Beigui;CAVALCANTE, A B.P.;Alex Beigui de Paiva Cavalcante;CAVALCANTE, ALEX BEIGUI PAIVA;ALEX BEIGUI, ALEX.;BEIGUI, ALEX;ALEX BEIGUI, ALEX;BEIGUI DE PAIVA CAVALCANTE, ALEX",João Pessoa,PB,"Pós-doutorado em Dramaturgia pela Université de Lausanne - Suíça (Bolsista/CAPES); Doutor em Letras (Dramaturgia Comparada - Literatura Brasileira) pela USP (Bolsista-FAPESP); Mestre em Artes Cênicas pela UFBA (Bolsista-CAPES); Graduado em Letras pela UFPB (Bolsista de IC-CNPq). Atua como Professor Permanente (Coordenador) do Programa de Pós-Graduação em Artes Cênicas da UFOP - PPGAC e no Programa de Pós-Graduação em Letras: Estudos da Linguagem da UFOP-PPGEL. Líder do Grupo de Pesquisa no CNPq: DRAMATIC - Grupo de Pesquisa em Dramaturgia: Teorias, Intermídias e Cena cultural. Atou como Professor Permanente do Programa de Pós-Graduação em Estudos da Linguagem - PPgEL da UFRN (2008-2018).  Presidente da Comissão Organizadora do 1º Encontro do ARJ - Art Research Journal (Revista de Pesquisa em Artes) - O Conceito de Pesquisa na Pesquisa em Artes (2012 - CAPES); Membro-Sócio-Efetivo da ABRACE - Associação Brasileira de Pesquisa e Pós-Gradação em Artes Cênicas e Membro-Sócio-Efetivo da ABRALIC - Associação Brasileira de Literatura Comparada.Membro Sócio-Efetivo da SOCINE - Sociedade Brasileira de Estudos de Cinema e Audiovisual. Foi Orientador de Arte Dramática da USP - Universidade de São Paulo (2005-2006). Foi professor Associado da UFRN (2006-2018), onde desenvolveu pesquisas na área de Dramaturgia, Teatro, Literatura e Cinema. Membro do Grupo de Pesquisa Linguagens da Cena: imagem, cultura e representação (2012-2018) e do Grupo de Pesquisa em Estudos Irlandeses (2014-2018 /Diretório do CNPq). Participou da Comissão de criação do 1º Curso de Especialização em Cinema da UFRN (2014), sendo seu atual coordenador (2015-2016). Criou e implementou o Componente Curricular Etnodrama no Curso de Licenciatura em Teatro (2013). Participou da Comissão de elaboração, criação e implementação do Programa de Pós-Graduação em Artes Cênicas - PPGArC/UFRN, onde exerceu a função de coordenador (2008-2012). Editor dos Cadernos do LINCC - Linguagens da Cena Contemporânea (ISSN: 1983-9197). Foi coordenador do Grupo de Trabalho - Territórios e Fronteiras da Cena na ABRACE (2012-2014) e vice-coordenador do mesmo Grupo (2010-2012). Membro do Comitê Científico da ABRACE (2010-2014). Desde 1999 vem pesquisando e publicando sobre:  Teatro da Androginia; Etnodrama; Performance; Performances da Escrita; Performatividade em Textos Teatrais Contemporâneos; Matrizes Estéticas e Culturais da Cena Contemporânea.",31-05-2022,Universidade Federal de Ouro Preto,https://orcid.org/0000-0002-0955-948X
