ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9065267896846482,Patricia Dias FRANCA-HUCHET,FRANCA-HUCHET,"FRANCA-HUCHET, P. D.;FRANCA-HUCHET - UNIVERSIDADE FEDERAL DE MINAS GERAIS, PATRICIA DIAS;DIAS FRANCA-HUCHET, P.;FRANCA-HUCHET, P.;FRANCA, P.D.;FRANCA,P.;FRANCA-HUCHE Patrícia;FRANCA-HUCHET, Patricia Dias",Belo Horizonte,MG,"Professora Titular da Escola de Belas Artes da Universidade Federal de Minas Gerais. Doctorat e Master pela Université de Paris I Panthéon Sorbonne. Master 1 pela Université de Paris VIII. Pós-doutorado pela Université de Paris III, Institut de Recherche sur le Cinéma et l?Audiovisuel (IRCAV) e no Centre de Recherche en Esthétique du Cinéma et des Images (CRECI) 2009. Pós-doutorado pela EHESS: École des Hautes Études en Sciences Sociales/2019. Coordena o grupo de pesquisa BE-IT: Bureau de estudos sobre a imagem e o tempo.  É membro do corpo permanente do PPGArtes da EBA/UFMG [que ajudou a fundar] desde 1998. Foi professora (Recém doutora, CNPq) Universidade de São Paulo [ECA-CAP]. Tem publicações em livros e revistas especializadas no Brasil e em outros países. Foi professora convidada da Universitat Politècnica de Valencia durante Estágio Pós-doutoral em 2009. Pesquisou, expôs e publicou na Fondation Danäe/França. Tem experiência na área de Artes, atuando principalmente nos seguintes temas:   imagem, fotografia, literatura, instalação, pintura, desenho e edição. Foi residente no IEAT: Instituto de Estudos Avançados Transdisciplinares da UFMG (2013). Foi presidente do Comitê de Linguística Letras e Artes da UFMG (2016-2018). Sua pesquisa atual envolvendo fotografia e literatura foi mostrada e apresentada em vários países: França (Paris e Mulhouse), Espanha (Madrid e Lálin), Canadá (Montréal), Brasil (Brasília, Florianópolis, Porto Alegre, Rio de Janeiro e Belo Horizonte). Foi membro do IAWIS ? International Association of Words and Image Studies ? de 2010 a 2104. Sua tese de doutorado Assolement de la peinture; vers une pratique de l'installation ganhou uma distinção, na França, em 2019 e está entre as 50 melhores teses no certame &amp;quot;&amp;quot;Transfert de connaissances vers la pratique&amp;quot; ficando na 28° posição.",20-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3534-161X
