ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2394281053017478,Flávia Janiaski Vale,Vale,"JANIASKI, F.;JANIASKI, VALE, Flávia;JANIASKI VALE, FLÁVIA",Cascavel,PR,"Doutora em Artes Cênicas pela UFBA, com bolsa de doutorado sanduiche pela CAPES na University of Massachusetts/Boston no programa de Early Childhood Education. Mestre em Teatro pela Universidade do Estado de Santa Catarina - UDESC e Graduada em Educação Artística com habilitação em Artes Cênicas pela mesma universidade. Trabalhou como Professora Colaboradora na mesma instituição na área de Teatro Educação e Produção Cultural. Além de trabalhar com Produção Cultural em diversos projetos Municipais e Estaduais e trabalhar como produtora da Harmônica Arte e Entretenimento. Tem experiência em Artes, com ênfase em Teatro-Educação, Produção Cultural, Contação de História, Orientação de Estágio, Improvisação e Montagem Teatral.&amp;#10;Atualmente é Professora Adjunta da Universidade Federal da Grande Dourados (UFGD) no Curso de Licenciatura e Bacharelado em Artes Cênicas e Coordenadora Institucional do PIBID/UFGD. Na UFGD já atuou como Coordenadora Pedagógica do Curso; presidente da Comissão de Estágio Supervisionado do Curso de Artes Cênicas ? COES/Artes Cênicas;  Coordenadora do SubProjeto de Teatro do Programa Institucional de Bolsa de Iniciação à Docência (PIBID)/UFGD. Docente Colaboradora do Programa de Pós-Graduação em Artes ? Mestrado Profissional da Universidade Federal de Uberlândia ? UFU.",03-07-2022,Universidade Federal da Grande Dourados,
