COURSE,YEAR,INTEGRANTES
Mímesis e transformação - Festival de Inverno de Ouro Preto e Mariana,2007,['Mariana de Lima e Muniz']
Match de Improvisação - CENEX/EBA/UFMG,2009,['Mariana de Lima e Muniz']
Oficina de Match de Improvisação,2009,['Mariana de Lima e Muniz']
Improvisação para estudantes de interpretação da Real Escuela Superior de Arte Dramático de Madrid,2010,['Mariana de Lima e Muniz']
"Curso de Ensino de Teatro: Improvisação, jogo e cena",2011,['Mariana de Lima e Muniz']
Coordenação da Oficina de Ensino de Teatro na faculdade de Educação da UFMG,2010,['Mariana de Lima e Muniz']
Assistente e Intérprete da oficina Texto e atos de fala no treinamento do ator no Festival de Inverno da UFMG,2006,"['Mariano Gracia Rubio', 'Mariana de Lima e Muniz']"
Improvisação - uma linguagem do instante,2006,['Mariana de Lima e Muniz']
Workshop de Improvisação,2006,['Mariana de Lima e Muniz']
Dramaturgia de la improvisación,2010,['Mariana de Lima e Muniz']
Dramaturgia da improvisação,2010,['Mariana de Lima e Muniz']
A Improvisação nos Processos Criativos - oficina no 9 Seminário Nacional de Dança Contemporânea,2010,['Mariana de Lima e Muniz']
Curso de Match de Improvisação Iniciação,2009,"['Tereza Gontijo', 'Mariana de Lima e Muniz']"
"Ensino do Teatro: Cenas, Jogos e Improvisações",2009,"['Ernesto Valença', 'Mariana de Lima e Muniz']"
Improvisação e Dramaturgia Teatral,2005,"['Mariana de Lima e Muniz', 'Carla Guimarães']"
A Improvisação como espetáculo,2005,['Mariana de Lima e Muniz']
Técnicas de Improvisação como espetáculo,2004,['Mariana de Lima e Muniz']
Oficina de Improvisação,2004,['Mariana de Lima e Muniz']
Oficina Intensiva de técnicas de Improvisação e Match de Improvisação,2003,['Mariana de Lima e Muniz']
Introdução à Dramaturgia da Improvisação,2012,['Mariana de Lima e Muniz']
La Improvisación en la enseñanza teatral,2015,['Mariana de Lima e Muniz']
Match de Improvisação - Liga Profissional de Improvisação,2006,['Mariana de Lima e Muniz']
Match de Improvisação - Jogando no Quintal,2006,['Mariana de Lima e Muniz']
Match de Improvisação nível II - Jogando no Quintal,2006,['Mariana de Lima e Muniz']
Iniciação à Improvisação - Jogando no Quintal,2006,['Mariana de Lima e Muniz']
Improvisação e Recursos Humanos - Vale mineradora,2006,"['Márcio Ballas', 'Mariana de Lima e Muniz']"
Match de Improvisação - Liga Profissional de Improvisação,2006,['Mariana de Lima e Muniz']
Match de Improvisação - Teatro da Figura,2005,['Mariana de Lima e Muniz']
Relações entre Teatro e Internet,2020,['Mariana de Lima e Muniz']
Teatro Digital,2020,['Mariana de Lima e Muniz']
Match de Improvisação - Festival de Inverno da UFMG,2007,['Mariana de Lima e Muniz']
