TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Caligrafias e Escrituras: diálogo e intertexto no processo escritural nas artes no século XX,2003,Português,Mestrado em Artes - UnB,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
"Imagem da escrita, escrita da imagem: Circuito Atelier",2004,Português,Associação Nacional de Pesquisadores em Artes Plásticas (ANPAP)/Universidade de Brasília,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
O estilo como traço do artista,2005,Português,Faculdade de Letras/UFMG,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
"A letra como imagem, a imagem da letra",2006,Português,Editora UFMG,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
Crítica das Artes Visuais Moderna e Contemporânea,2008,Português,Escola de Belas Artes da UFMG,"['Juliana Gouthier', 'Lúcia Gouvêa Pimentel', 'Maria do Carmo de Freitas Veneroso', 'Sâmara Santana', 'Yacy-Ara Froner']","['1', '2', '3', '4', '5']",['3']
"A gravura no ?campo ampliado?: relações entre palavra e imagem na gravura, gravura e fotografia e gravura tridimensional na contemporaneidade",2009,Português,Editora C/Arte,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
A visualidade da escrita: a aproximação entre imagem e texto nas artes do século XX,2010,Português,UFMG,"['Maria do Carmo de Freitas Veneroso', 'outros']","['1', '2']",['1']
Arlindo Daibert: a imagem da letra,2011,Português,"UFJF/MAMM, Casa de Rui Barbosa",['Maria do Carmo de Freitas Veneroso'],['1'],['1']
Na fronteira das linguagens: palavras e imagens em livros de artistas,2013,Português,C/Arte,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
A arte impressa de Gutenberg a Diderot e seus desdobramentos na arte atual,2016,Português,Libretos,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
A palavra e a imagem no livro: cruzamentos e contaminações,2015,Português,Intermeios,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
"?Tudo, no mundo, existe para chegar a um livro? ou diálogos e cruzamentos entre obras enciclopédicas",2019,Malgaxe,Fino Traço,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
Tradução: Introdução: palavras e imagens do livro Writing on the wall de Simon Morley,2020,Português,Editora UFSM,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
"Louise Artus-Perrelet dans Le dessin au service de l?éducation. Dialogues entre Paul Klee, Vassily Kandinsky et Jean-Pierre Chabloz",2021,Francês,Archives Institut Jean-Jacques Rousseau,"['Maria do Carmo de Freitas Veneroso', 'Marilene Oliveira Almeida']","['1', '2']",['1']
Colagem nas artes atuais como manipulação da memória cultural: entre o cânone e o arquivo,2016,Português,Jaguatirica,['Maria do Carmo de Freitas Veneroso'],['1'],['1']
