PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
O Teatro de Revista em São João del-Rei: uma cidade construída através do riso,2006,2007,PESQUISA,"['Cláudio Guilarduci', 'Helder Rodrigues Pereira', 'Vanessa Regina Souza moreira']","['SIM', 'NAO', 'NAO']"
A informação jornalística e a leitura estética: um estudo sobre os jornais e o Teatro de Revista na cidade de São João del-Rei,2004,2005,PESQUISA,['Cláudio Guilarduci'],['SIM']
Otimização do Laboratório de Pesquisa Teórico-Prático do Brincar (LABRINC),2006,2007,PESQUISA,"['Cláudio Guilarduci', 'Helder Rodrigues Pereira', 'Mauro Rocha Baptista', 'Janaína de Assis Rufino', 'Elisabeth Gonçalves de Souza']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
A cidade de São João del Rei nas entrelinhas dos manuscritos do teatro de revista na Belle Époque. Um testemunho da História Cultural são joanense,2006,2009,PESQUISA,['Cláudio Guilarduci'],['SIM']
"Projeto integrado (pesquisa, extensão e ensino) :Teatro cômico popular e educação",2009,2010,PESQUISA,['Cláudio Guilarduci'],['SIM']
Levantamento arquitetônico dos edifícios teatrais de São João del-Rei,2008,2009,PESQUISA,['Cláudio Guilarduci'],['SIM']
O Teatro de Revista em São João del-Rei: uma cidade construída por meio do riso,2005,2006,PESQUISA,"['Cláudio Guilarduci', 'Wilen Gualberto Cardoso', 'Ramana de Mello Penha']","['SIM', 'NAO', 'NAO']"
Os edifícios teatrais da cidade de São João del-Rei (1782 ? 1893): uma análise do espaço urbano,2010,2011,PESQUISA,"['Cláudio Guilarduci', 'Evelyn Furquim Werneck Lima']","['SIM', 'NAO']"
O lúdico e educação: construção de um novo estatuto para o uso do lúdico na educação,2010,2015,PESQUISA,"['Cláudio Guilarduci', 'Wellington Elias de Jesus', 'Mauro Rocha Baptista', 'Janaína de Assis Rufino', 'Elisabeth Gonçalves de Souza']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
HISTÓRIA E MEMÓRIA CULTURAL: o valor das Belas Artes em São João del-Rei,2011,2016,PESQUISA,['Cláudio Guilarduci'],['SIM']
"CONVERSA A-FIADA (DE VELHOS E DE ?LOUCOS?): EXPERIÊNCIA, MEMÓRIA E NARRATIVA / Ver Capítulo de livro GUILARDUCI, C.; ALMEIDA, A; VASCONCELOS, R. Conversa A-fiada (de velhos e loucos): história. memória e narrativa. ISBN 9788561658090",2012,2016,EXTENSAO,['Cláudio Guilarduci'],['SIM']
A educação das sensibilidades: os pro-ductos estéticos pedagógicos nas Escolas de Educação Básica.,2015,2021,PESQUISA,"['Cláudio Guilarduci', 'Érika Camila dos Santos', 'Plínio Pereira Rezende', 'Diego Domingos', 'Matheus Corrêa dos Santos', 'Rayla Dias', 'Elton Mendes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
PIBID Interdisciplinar Teatro e Matemática: O teatro na Educação Básica,2018,2020,ENSINO,"['Cláudio Guilarduci', '\xa0Weverton Andrade Silva', 'Pedro\xa0 Henrique Moura Costa', 'Ana Paula Milagres Tostes', 'Raíssa Aparecida Garcia', 'Felipe Santiago Cáceres Moreira', 'Sabrine Maria Godinho Dias', 'Isadora Ferreira Lima Bevilaqua', 'Victor Henrique Alves Rodrigues', 'Leonardo Lopes Granha', 'Valéria Pereira Freitas', 'Marcelo Henrique Santos dos Reis', 'Bruno de Paula Silva', 'Samantha Moreira Magalhâes', 'Jaqueline Sibeli Florêncio Ribeiro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
PIBID Teatro/Música,2020,2022,ENSINO,"['Cláudio Guilarduci', 'Érika Camila dos Santos', 'Liliana Pereira Botelho']","['SIM', 'NAO', 'NAO']"
"?Entre direitos iguais, é a força que decide?: A Arte (Teatro) na BNCC no Ensino Médio no Estado de Minas Gerais",2021,ATUAL,PESQUISA,"['Cláudio Guilarduci', 'Érika Camila dos Santos', 'Plínio Pereira Rezende', 'Diego Domingos']","['SIM', 'NAO', 'NAO', 'NAO']"
"DESEMPACONTANDO A BIBLIOTECA PÚBLICA DE SÃO JOÃO DEL-REI: jogo, brincadeiras e teatro 2012, 2013, 2014, 2017, 2018",2013,2017,EXTENSAO,"['Cláudio Guilarduci', 'Romiria Penha Turcheti Vasconcelos']","['SIM', 'NAO']"
"DESEMPACONTANDO A BIBLIOTECA PÚBLICA DE SÃO JOÃO DEL-REI: jogo, brincadeiras e teatro (IC) 2017, 2018",2017,2019,EXTENSAO,"['Cláudio Guilarduci', 'Winnie Giarola Minucci Guimarães']","['SIM', 'NAO']"
