PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Elaboração de um arquivo de Imagens para a Pesquisa em Artes Visuais. FAPEMIG. Laboratório com bolsistas,2002,2003,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Kurt Navigator', 'Marcos da Costa de Sena Hill', 'Marcelo Lourenço Filho']","['SIM', 'NAO', 'NAO', 'NAO']"
Concepções contemporâneas da arte: exposição.,2003,2005,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Kurt Navigator']","['SIM', 'NAO']"
Concepções Contemporâneas da Arte: Crítica e Curadoria,2001,2003,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Stéphane Huchet', 'Elisa Martins Campos do Amaral', 'Cristhine Énrègle']","['SIM', 'NAO', 'NAO', 'NAO']"
Fotografia+pintura: fusões na plasticidade da imagem.,1998,2001,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
A fotografia como categoria do pensamento artístico [CNPQ PQ],2007,2010,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
"O CATÁLOGO: arquivos, leituras históricas e documentos artísticos",2002,2003,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
"Concepções Contemporâneas da Arte: exposição, instalação, curadoria",2006,2009,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Stéphane Huchet', 'Marcos da Costa de Sena Hill']","['SIM', 'NAO', 'NAO']"
Os quatro temperamentos (sub-projeto de pesquisa A Fotografia como categoria do pensamento artístico,2007,2010,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
Elaboração de um arquivo de Imagens para a Pesquisa em Artes Visuais.,2002,2003,DESENVOLVIMENTO,"['Patricia Dias FRANCA-HUCHET', 'Marcos da Costa de Sena Hill']","['SIM', 'NAO']"
"A experiência do heterônimo com a fotografia: produção artística e reflexão crítica entre a teatralidade, a história e a ficção [IEAT | UFMG]",2010,2015,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Lara Mortimer']","['SIM', 'NAO']"
GRUPO PESQUISA Grassar: ações continuadas em arte,2015,ATUAL,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Liliza Mendes', 'Andrea da Costa Lanna', 'Rodrigo Borges Coelho', 'Daisy Leite Turrer', 'Fernanda Guimarães Goulart', 'Roberto Bethônico Figueiredo', 'Amaral, Maria Elisa Martins Camp']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"O jornal como suporte transdisciplinar: arte, imagem e storytelling [CNPq PQ]",2018,2021,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'André Gunthert']","['SIM', 'NAO']"
Como os artistas iconógrafos restituem a história das imagens ou como apresentar visualmente um pensamento,2021,ATUAL,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Nina Arágon', 'Natália REZENDE', 'Patricia CHIAVAZOLLI']","['SIM', 'NAO', 'NAO', 'NAO']"
CENÁRIOS das Ciências e Tecnologias no Brasil: futuros possíveis,2021,ATUAL,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Estevam Barbosa de Las Casas', 'Sandra Goulart', 'Alfredo Gontijo de Oliveira', 'Martin Gomes Ravetti', 'Maria Fernanda Salcedo Repolês', 'Jacques Fux']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
A fotografia e o teatro das construções imaginárias,2010,ATUAL,DESENVOLVIMENTO,"['Patricia Dias FRANCA-HUCHET', 'Gladston Costa', 'Ricardo Burgarelli']","['SIM', 'NAO', 'NAO']"
GRUPO PESQUISA BE-IT: Bureau de Estudos sobre a Imagem e o Tempo,2010,ATUAL,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Stéphane Huchet', 'Philippe DUBOIS', 'Guillermo Aymerich']","['SIM', 'NAO', 'NAO', 'NAO']"
A FOTOGRAFIA E O TEATRO DAS CONSTRUÇÕES IMAGINÁRIAS: práticas e pensamento da imagem [FAPEMIG],2010,ATUAL,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
Variações Plásticas e Criação  [CNPq recém-doutor],1995,1997,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
Notas sobre a percepção do espaço e de sua relação com os corpos,1995,1997,PESQUISA,['Patricia Dias FRANCA-HUCHET'],['SIM']
L'Assolement de la peinture: vers une pratique de l'installation [CAPES Doutorado pleno no exterior],1990,1994,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Eliane Chiron']","['SIM', 'NAO']"
Prática e pensamento da imagem: A Fotografia como categoria do pensamento artístico,2008,2009,PESQUISA,"['Patricia Dias FRANCA-HUCHET', 'Philippe DUBOIS']","['SIM', 'NAO']"
