PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Centro E-Data: banco de imagens da Escola de Design da UEMG. Projeto com o apoio da FAPEMIG.,2004,2006,PESQUISA,"['Maurício Silva Gino', 'Maria Bernadete Santos Teixeira', 'Antônio Augusto Mattos']","['SIM', 'NAO', 'NAO']"
Ciência Animada,2011,ATUAL,EXTENSAO,"['Maurício Silva Gino', ""Débora D'ávila Reis""]","['SIM', 'NAO']"
Universidade das Crianças,2008,ATUAL,EXTENSAO,"['Maurício Silva Gino', ""Débora D'ávila Reis""]","['SIM', 'NAO']"
Anima EBA,2012,ATUAL,EXTENSAO,"['Maurício Silva Gino', 'Jalver Machado Bethônico', 'Marcela Werkema de Oliveira Moraes', 'Arttur Ricardo de Araújo Espíndula', 'Virgílio Carlo Menezes de Vasconcelos']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
Núcleo Audiovisual do Espaço do Conhecimento UFMG,2014,ATUAL,EXTENSAO,"['Maurício Silva Gino', 'René Lommez Gomes']","['SIM', 'NAO']"
O céu como patrimônio: uma experiência em documentário imersivo,2014,ATUAL,EXTENSAO,"['Maurício Silva Gino', 'Luis Moraes Coelho', 'René Lommez Gomes', 'Leonardo Marques Soares']","['SIM', 'NAO', 'NAO', 'NAO']"
Objetos de aprendizagem em Artes e Interartes na Educação,2015,ATUAL,PESQUISA,"['Maurício Silva Gino', 'Simon Pedro Brethé', 'Siane Paula de Araújo', 'Luhan Dias Souza']","['SIM', 'NAO', 'NAO', 'NAO']"
Arte-Resistência e a Desconstrução do Esquecimento,2016,ATUAL,EXTENSAO,['Maurício Silva Gino'],['SIM']
Expressões Artísticas em Animação,2018,ATUAL,PESQUISA,"['Maurício Silva Gino', 'Simon Pedro Brethé', 'Leonardo Rocha Dutra']","['SIM', 'NAO', 'NAO']"
A Cognição em Filmes Animados,2010,ATUAL,PESQUISA,['Maurício Silva Gino'],['SIM']
Moritvri Mortvis - os contrutores de túmulos do Bonfim,2012,ATUAL,EXTENSAO,"['Maurício Silva Gino', 'Marcelina das Graças de Almeida']","['SIM', 'NAO']"
Publicação de animações da UFMG,2012,ATUAL,EXTENSAO,"['Maurício Silva Gino', 'Arttur Ricardo de Araújo Espíndula']","['SIM', 'NAO']"
Melhores Minutos,2011,2012,EXTENSAO,"['Maurício Silva Gino', 'Arttur Ricardo de Araújo Espíndula']","['SIM', 'NAO']"
Pré-dia,2011,2011,EXTENSAO,"['Maurício Silva Gino', 'Arttur Ricardo de Araújo Espíndula', 'Virgílio Carlo Menezes de Vasconcelos']","['SIM', 'NAO', 'NAO']"
