ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8633520438663625,Jarbas Siqueira Ramos,Ramos,"RAMOS, J. S.;RAMOS, JARBAS;RAMOS, JARBAS SIQUEIRA;Jarbas Siqueira Ramos;RAMOS, JARBAS SIQUEIRA RAMOS JSR;RAMOS, Jarbas Siqueira Ramos",Bocaiúva,MG,"Doutor em Artes Cênicas pelo PPGAC/UNIRIO (2017); Mestre em Artes Cênicas pelo PPGAC/UFBA (2011); Mestre em Desenvolvimento Social pelo PPGDS/Unimontes (2010); Graduado em Artes/Teatro pela Unimontes (2006). Atualmente é professor adjunto da Universidade Federal de Uberlândia - UFU, atuando no Curso de Bacharelado em Dança, no Programa de Pós-Graduação em Artes Cênicas - PPGAC e no Programa de Mestrado Profissional - PROFARTES. É Diretor do Instituto de Artes da UFU (gestão 2020-2024). É coordenador do projeto O Corpo-Encruzilhada e seus Atravessamentos: Estudos Artísticos em Perspectiva Descolonial (UFU). É coordenador do Núcleo de Estudos em Improvisação em Dança - NEID/UFU, grupo de pesquisa cadastrado no Diretório de Grupos do CNPq. É coordenador do projeto de extensão Patrimônio Cultural em Debate: Curso de Formação em Patrimônio Cultural Imaterial (UFU/PROEXC) e do projeto de extensão Partilha de Saberes: Diálogos entre a Dança e o Congado (UFU/PROEXT). É Sócio Efetivo da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas - ABRACE. É presidente da Comissão para Elaboração da Política de Inclusão, Acessibilidade e Educação Especial da UFU. Foi representante do IARTE na Comissão para Implementação da Educação das Relações Étnico-Racial da UFU (2014-2015). Foi diretor-financeiro da ABRACE (biênio 2015-2017). Foi Diretor-Presidente da Associação Cultural Companhia do Sonho - Cia do Sonho (biênio 2008-2010). É artista vinculado ao Substantivo Coletivo (dança) e ao Coletivo Artesania (teatro), na cidade de Uberlândia. É ator, dançarino, preparador corporal de atores e dançarinos, produtor cultural e pesquisador das culturas brasileiras. Tem experiência nas áreas de Dança, Teatro, Performance Cultural, Cultura Popular, Pesquisa em Artes Cênicas, Improvisação em Dança, Pedagogia das Artes Cênicas , Produção Cultural e Educação à Distância.",10-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-8146-9761
