COURSE,YEAR,INTEGRANTES
3a. Semana da Música de Ouro Branco,2006,"['Edson Queiroz de Andrade', 'Kênia Libanio', 'Charles Roussin']"
Masterclasse de Violino para Professores e Monitores do Centro Cultural Pró-Música,2007,['Edson Queiroz de Andrade']
18º Festival Internacional de Música Colonial Brasileira e Música Antiga,2007,['Edson Queiroz de Andrade']
Cuso de Capacitação de Violino,2007,['Edson Queiroz de Andrade']
19º Festival Internacional de Música Colonial Brasileira e Música Antiga,2008,['Edson Queiroz de Andrade']
4º Festival de Cordas Nathan Schwartzman,2008,"['Fredi Gerling', 'Edson Queiroz de Andrade']"
20º Festival Internacional de Música Colonial Brasileira e Música Antiga,2009,['Edson Queiroz de Andrade']
1º Festival Nacional de Música de Divinópolis,2010,['Edson Queiroz de Andrade']
21º Festival Internacional de Música Colonial Brasileira e Música Antiga,2010,['Edson Queiroz de Andrade']
2º Festival Nacional de Música de Divinópolis,2011,"['Edson Queiroz de Andrade', 'Charles Roussin', 'Carlos Aleixo dos Reis', 'Cláudio Urgel Pires Cardoso']"
Masterclasse de Violino na UFSJ,2011,"['Edson Queiroz de Andrade', 'Leonardo Lobão Lacerda']"
22º Festival Internacional de Música Colonial Brasileira e Música Antiga,2011,['Edson Queiroz de Andrade']
I Encontro de Cordas Friccionadas da UFPI,2012,"['Edson Queiroz de Andrade', 'Cássio Henrique Ribeiro Martins', 'Hella Frank']"
Masterclasse de Violino para Alunos do Curso de Bacharelado em Música da UFJF,2012,['Edson Queiroz de Andrade']
24º Festival Internacional de Música Colonial Brasileira e Música Antiga,2013,['Edson Queiroz de Andrade']
25º Festival Internaciona de Música Colonial Brasileira e Música Antiga,2014,['Edson Queiroz de Andrade']
Masterclasse de violino para alunos de doutorado do curso de Pós-Graduação em Música da UFRGS,2014,['Edson Queiroz de Andrade']
10º Festival de Cordas Nathan Schwartzman,2014,['Edson Queiroz de Andrade']
Masterclasse de Violino e Viola para alunos de Graduação e Pós-Graduação na UFRGS,2015,['Edson Queiroz de Andrade']
17º Festival Internacional de Música Colonial Brasileira e Música Antica,2006,['Edson Queiroz de Andrade']
16º Festival Internacional de Música Colonial Brasileira e Música Antiga,2005,['Edson Queiroz de Andrade']
15º Festival Internacional de Música Colonial Brasileira e Música Antiga,2004,['Edson Queiroz de Andrade']
14º Festival Internacional de Música Colonial Brasileira e Música Antiga,2003,['Edson Queiroz de Andrade']
13º Festival Internacional de Música Colonial Brasileira e Música Antiga,2002,['Edson Queiroz de Andrade']
12º Festival Internacional de Música Colonial Brasileira e Música Antiga,2001,['Edson Queiroz de Andrade']
11º Festival Internacional de Música Colonial Brasileira e Música Antiga,2000,['Edson Queiroz de Andrade']
10º Festival Internacional de Música Colonial Brasileira e Música Antiga,1999,['Edson Queiroz de Andrade']
9º Festival Internacional de Música Colonial Brasileira e Música Antiga,1998,['Edson Queiroz de Andrade']
8º Festival Internacional de Música Colonial Brasileira e Música Antiga,1997,['Edson Queiroz de Andrade']
VII Festival Internacional de Música Colonial Brasileira e Música Antiga,1996,['Edson Queiroz de Andrade']
VI Festival Internacional de Música Colonial Brasileira e Música Antiga,1995,['Edson Queiroz de Andrade']
V Festival Internacional de Música Colonial Brasileira e Música Antiga,1994,['Edson Queiroz de Andrade']
III Festival Internacional de Música Colonial Brasileira e Música Antiga,1992,['Edson Queiroz de Andrade']
II Festival de Música Colonial Brasileira,1991,['Edson Queiroz de Andrade']
Música Colonial Brasileira - Festival em Juiz de Fora,1990,['Edson Queiroz de Andrade']
V Femúsica - Festival de Música de Inverno de Campos - RJ,1995,['Edson Queiroz de Andrade']
VI Femusica - Festival de Música de Inverno de Campos - RJ,1996,['Edson Queiroz de Andrade']
VII Femúsica - Festival de Música de Inverno de Campos - RJ,1997,['Edson Queiroz de Andrade']
VIII Femúsica - Festival de Música de Inverno de Campos - RJ,1998,['Edson Queiroz de Andrade']
XV Oficina de Música de Curitiba,1997,['Edson Queiroz de Andrade']
XVI Oficina de Música de Curitiba,1998,['Edson Queiroz de Andrade']
IV Femúsica - Festival de Música de Inverno de Campos - RJ,1994,['Edson Queiroz de Andrade']
XVII Oficina de Músca de Curitiba,1999,['Edson Queiroz de Andrade']
XVIII Oficina de Música de Curitiba,2000,['Edson Queiroz de Andrade']
XIX Oficina de Música de Curitiba,2001,['Edson Queiroz de Andrade']
Femúsica 2003 - Festival de Música de Inverno de Campos - RJ,2003,['Edson Queiroz de Andrade']
Curso de Reciclagem para Violinistas da Orquestra Filarmônica do Espírito Santo,1997,['Edson Queiroz de Andrade']
Música - Cursos de Verão,1993,"['Edson Queiroz de Andrade', 'Maurício Freire Garcia', 'Neri Rodrigues Contin']"
Oficina de Cordas,2003,"['Edson Queiroz de Andrade', 'Carlos Aleixo dos Reis', 'Fausto Borém']"
II Oficina de Música de Verão,2003,['Edson Queiroz de Andrade']
Masterclasses no Ciclo Arsenal de Música de Câmara,2003,"['Edson Queiroz de Andrade', 'Yllen Glauston Miranda de Almeida', 'William Martins de Barros', 'Antônio Maria Pompeu Viola']"
Oficina de Violino II - UDESC,2003,['Edson Queiroz de Andrade']
Masterclasse de Violino para alunos da Graduação e Pós-Graduação da UFRGS,2002,['Edson Queiroz de Andrade']
Masterclasse de Violino no Centro Cultura Musical de Campos,2002,['Edson Queiroz de Andrade']
Masterclasses de Violino na FAMES - Faculdade de Música do Espírio Santo,2005,['Edson Queiroz de Andrade']
Masterclasses para professores e monitores do Centro Cultural Pró-Música de Juiz de Fora,2005,['Edson Queiroz de Andrade']
Masterclasse de Violino na Universidade Federal de Uberlândia,2004,['Edson Queiroz de Andrade']
11º Festival de Cordas Nathan Schwartzman,2015,['Edson Queiroz de Andrade']
II Gramado In Concert - Festival Internacional de Música,2016,['Edson Queiroz de Andrade']
Masterclass de Violino no Instituto de Artes da UFRGS,2016,['Edson Queiroz de Andrade']
Professor de Violino no III Gramado in Concert - Festival Internacional de Música,2017,['Edson Queiroz de Andrade']
Professor de Violino no IV Gramado in Concert - Festival Internacional de Música,2018,['Edson Queiroz de Andrade']
Professor de Violino no 6º Festival de Maio - Cordas e Piano,2018,['Edson Queiroz de Andrade']
Professor de Violino no V Gramado in Concert - Festival Internacional de Música,2019,['Edson Queiroz de Andrade']
Masterclasse de Violino no Departamento de Música da UFSJ,2019,"['Edson Queiroz de Andrade', 'Valéria Gazire']"
Professor da Oficina de Violino do 1º Festival de Música Instrumental de Brumadinho.,2021,['Edson Queiroz de Andrade']
XXIII Festival Internacional de Música Colonial Brasileira e Música Antiga,2012,['Edson Queiroz de Andrade']
