TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
O Corpoespaço como Repertório nas Performances Culturais,2015,Português,Clube Hem Editores,['Jarbas Siqueira Ramos'],['1'],['1']
"O Dançar/Jogar/Improvisar nas Danças Brasileiras: Poéticas de uma Encruzilhada - Dancing, Playing and Improvising in Brasilian Dances: Poetics of a Crossroad",2017,Português,Composer,['Jarbas Siqueira Ramos'],['1'],['1']
Corpo e Atravessamentos Inter/Transculturais: Experiências e(m) encruzilhadas poético-pedagógicas,2018,Português,BT Acadêmica,"['Jarbas Siqueira Ramos', 'Daniel Santos Costa']","['1', '2']",['1']
Notas sobre o Corpo-Encruzilhada: Entre o Ritual e a Cena,2018,Português,PACO,['Jarbas Siqueira Ramos'],['1'],['1']
O uso da metáfora no processo de criação artística: reflexões a partir do corpo-encruzilhada,2018,Português,EDUFU,['Jarbas Siqueira Ramos'],['1'],['1']
Implicações do corpo na pesquisa em artes cênicas,2018,Português,7Letras,"['Narciso Larangeira Telles da Silva', 'Bruna Bellinazzi Peres', 'Jarbas Siqueira Ramos']","['1', '2', '3']",['3']
Corpo e Atravessamentos Inter/Transculturais: experiências e(m) encruzilhadas poético-pedagógicas,2018,Português,BT Acadêmica,"['Daniel Santos Costa', 'Jarbas Siqueira Ramos']","['1', '2']",['2']
ABRACE 20 anos : celebrando a diversidade [recurso eletrônico],2020,Português,"Universidade de Brasília, Programa de Pós-Graduação em Artes Cênicas","['Jarbas Siqueira Ramos', 'Narciso Larangeira Telles da Silva', 'Paulina Maria Caon']","['1', '2', '3']",['1']
"Pesquisa em Artes, Ecologia de Saberes e Decolonialidade: reflexões sobre o campo artístico e a pesquisa acadêmica",2021,Português,Editora Unimontes,['Jarbas Siqueira Ramos'],['1'],['1']
Memória e Subjetividade no Corpo-Encruzilhada: Percepções do Processo Criativo e da Prática Performativa,2014,Português,CAPES,['Jarbas Siqueira Ramos'],['1'],['1']
