TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Flores de Música de Manuel Rodrigues Coelho,2012,Português,VAZIO,['Edite Maria Oliveira da Rocha'],['1'],['1']
Lusitana Organa - Órgãos de Tubos de Portugal,2011,Inglês,VAZIO,['Edite Maria Oliveira da Rocha'],['1'],['1']
"O cravo na atualidade: ensino, repertórios e práticas",2016,Português,VAZIO,['Edite Maria Oliveira da Rocha'],['1'],['1']
Musicologia[s],2016,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'José Antônio Baeta Zille']","['1', '2']",['1']
1º Nas Nuvens... Congresso de Música: Anais,2015,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Felipe de Oliveira Amorim', 'Roger Canesso', 'Fabio Viana', 'Daniel Augusto Oliveira Machado', 'Andréa Peliccioni Sobreiro', 'Sara Carvalho', 'José Antônio Baeta Zille']","['1', '2', '3', '4', '5', '6', '7', '8']",['1']
Caderno de Resumos e Anais: IV Simpósio Internacional de Música Íbero-Americana e I Congresso da Associação Brasileira de Musicologia,2016,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Márcio Páscoa', 'Vinicius Eufrásio de Oliveira']","['1', '2', '3']",['1']
3º Nas Nuvens... Congresso de Música: Anais,2017,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Aline Azevedo', 'Fabio Viana', 'Felipe Amorim', 'Fernando Lacerda Simões Duarte', 'Sara Carvalho', 'Vinicius Eufrásio de Oliveira']","['1', '2', '3', '4', '5', '6', '7']",['1']
4º Nas Nuvens... Congresso de Música: Anais,2018,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Aline Azevedo', 'Eduardo Lopes', 'Fabio Viana', 'Flavio Janhan', 'Felipe Amorim', 'Vinicius Eufrásio de Oliveira']","['1', '2', '3', '4', '5', '6', '7']",['1']
5º Nas Nuvens? Congresso de Música: Anais,2019,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Eduardo Lopes', 'Fabio Janhan', 'Fabio Viana', 'Filipe Nolasco Pedrosa', 'Vinícius Eufrásio']","['1', '2', '3', '4', '5', '6']",['1']
6º Nas Nuvens... Congresso de Música: Anais,2020,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Vinícius Eufrásio', 'Rodrigo Pardini Correa', 'Filipe Nolasco Pedrosa', 'Eduardo Lopes', 'Fabio Viana']","['1', '2', '3', '4', '5', '6']",['1']
2º Nas Nuvens... Congresso de Música: Anais,2016,Português,VAZIO,"['Edite Maria Oliveira da Rocha', 'Felipe de Oliveira Amorim', 'Fernando Lacerda', 'Vinicius Eufrásio de Oliveira', 'Fabio Viana', 'Sara Carvalho', 'José Antônio Baeta Zille']","['1', '2', '3', '4', '5', '6', '7']",['1']
