TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Eu não Sou Criativo,2002,,Português,Fashion Theory,XX,1676-627X,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Está na Cara que o  Rosto Dançou,2004,,Português,site ModaBrasil,XX,-,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Anotações sobre Moda e Antropofagia,2005,,Português,Anais do 3o.Congresso Internacional de Pesquisa em Design,XX,-,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Pensando o Design a partir de suas práticas criativas,2005,,Português,ESTUDOS EM DESIGN (IMPRESSO),A2,0104-4249,"['Rosane Preciosa Sequeira', 'Kathia Castilho']","['1', '2']",['1'],-99
A Invenção e a Rua: da apropriação/reinvenção de objetos precários,2010,,Português,Concinnitas (Rio de Janeiro. Impresso),XX,1415-2681,"['Rosane Preciosa Sequeira', 'Ludmila Brandão']","['1', '2']",['1'],-99
Moda sob a ótica da disciplina e do controle: algumas considerações,2010,,Português,CIÊNCIA E CULTURA,B4,0009-6725,"['Rosane Preciosa Sequeira', 'Suzana Helena de Avelar']","['1', '2']",['1'],-99
"Escrever, Balbuciar",2010,,Português,Cadernos de Subjetividade (PUCSP),XX,0104-1231,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Da Criação Autoral à Anônima: Expandindo o Conceito de Criação,2012,,Português,Cultura Visual,XX,2175-084X,"['Rosane Preciosa Sequeira', 'Ludmila Brandão']","['1', '2']",['1'],-99
"Errância, Contaminações, Fluxos Esquizos",2013,,Português,Visualidades (UFG),XX,1679-6748,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Brazilian Fashion: a place of cultural contamination,2013,,Português,"Film, Fashion &amp; Consumption",XX,2044-2823,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Moda na Filosofia,2012,,Português,"Dobras (Barueri, SP)",A2,1982-0313,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Moda na Filosofia,2012,,Português,"Dobras (Barueri, SP)",A2,1982-0313,['Rosane Preciosa Sequeira'],['1'],['1'],-99
"Moda na Filosofia - eu chafurdo, tu chafurdas ele chafurda",2014,,Português,"Dobras (Barueri, SP)",A2,1982-0313,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Moda na Filosofia - Das Imagens que nos abraçam,2013,,Português,"Dobras (Barueri, SP)",A2,1982-0313,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Processo de Criação do designer de moda André Lima: cartografando imagens-ilha,2014,,Português,"Dobras (Barueri, SP)",A2,1982-0313,"['Rosane Preciosa Sequeira', 'Mesquita, Cristiane']","['1', '2']",['1'],-99
A roupa em conexão com ações poéticas e políticas,2017,,Português,"DOBRAS (BARUERI, SP)",A2,1982-0313,"['Rosane Preciosa Sequeira', 'Rita Andrade']","['1', '2']",['1'],-99
Reflexões sobre curadoria de moda a partir de práticas experimentais,2018,,Português,ACERVO: REVISTA DO ARQUIVO NACIONAL,A3,2237-8723,"['Rosane Preciosa Sequeira', 'Thomas Walter Dietz']","['1', '2']",['1'],-99
Reparar nas coisas: de repente algo acontece e somos outro,2019,,Português,EDUCACAO EM PERSPECTIVA (ONLINE),XX,2178-8359,['Rosane Preciosa Sequeira'],['1'],['1'],-99
Destampar a imaginação para florescer outros modos de convívio,2020,,Português,ALEGRAR (CAMPINAS),C,1808-5148,['Rosane Preciosa Sequeira'],['1'],['1'],-99
"Não é sobre mim que escrevo, é sobre o que gira ao meu redor",2021,10.29147/dat.v6i2.411,Português,DATJOURNAL DESIGN ART AND TECHNOLOGY,B1,2526-1789,['Rosane Preciosa Sequeira'],['1'],['1'],-99
