TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A producao musical de Eduardo Bertola 1939-1996,1999,,Português,OPUS (BELO HORIZONTE. ONLINE),XX,1517-7017,"['Sergio Freire Garcia', 'Sérgio Freire Avelar Rodrigues Jr']","['1', '2']",['1'],-99
Early Musical Impressions from Both Sides of the Loudspeaker,2003,10.1162/096112104322750818,Inglês,Leonardo Music Journal,A3,0961-1215,['Sergio Freire Garcia'],['1'],['1'],-99
"Uma arte sonora absoluta, que não se chama música, segundo Kurt Weill (1925)",2004,,Português,Em Pauta (Porto Alegre),XX,0103-7420,['Sergio Freire Garcia'],['1'],['1'],-99
Poucas Linhas de Ana Cristina de Silvio Ferraz: a performance da clarineta e suas transformações em contexto eletroacústico,2007,,Português,Revista Eletrônica de Musicologia,XX,1415-952X,"['Flávio Ferreira da Silva', 'Maurício Alves Loureiro', 'Sergio Freire Garcia']","['1', '2', '3']",['3'],-99
Entre a produção e a mediação sonora: a presença de alto-falantes na experiência musical,2008,,Português,RUA. Revista Universitária do Audiovisual,B4,1983-3725,['Sergio Freire Garcia'],['1'],['1'],-99
A arte de se escutar diferenças,2009,,Português,Polêm!ca,B4,1676-0727,['Sergio Freire Garcia'],['1'],['1'],-99
"Anamorfoses (2007), para percussão e eletrônica ao vivo",2008,,Português,Seminário Música Ciência e Tecnologia,XX,1982-9604,['Sergio Freire Garcia'],['1'],['1'],-99
O som plaqué no violão: aspectos qualitativos e quantitativos em situação musical.,2012,,Português,Seminário Música Ciência e Tecnologia,XX,1982-9604,"['Sergio Freire Garcia', 'Lucas Nézio', 'Rafael Lima Pimenta']","['1', '2', '3']",['1'],-99
"Towards an Interactive Tool for Music and Dance: Gestures, Laban Movement Analysis and Spectromorphology",2018,10.5216/mh.v18i1.53576,Inglês,MÚSICA HODIE,XX,2317-6776,"['Leandro Souza', 'Sergio Freire Garcia']","['1', '2']",['2'],-99
Evaluation of Inertial Sensor Data by a Comparison with Optical Motion Capture Data of Guitar Strumming Gestures,2020,10.3390/s20195722,Inglês,SENSORS,A1,1424-8220,"['Sergio Freire Garcia', 'SANTOS, GEISE', 'ARMONDES, AUGUSTO', 'MENESES, EDUARDO A. L.', 'WANDERLEY, MARCELO M.']","['1', '2', '3', '4', '5']",['1'],3.031
"Schaeffer's Solfège, Percussion, Audio Descriptors: Towards an Interactive Musical System",2022,10.33871/23179937.2022.10.1.5,Inglês,REVISTA VÓRTEX,A2,2317-9937,"['Sergio Freire Garcia', 'José Henrique Padovani', 'Caio Costa Campos']","['1', '2', '3']",['1'],-99
