TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Palavras que Cantam - composição &amp;quot;Água Dura&amp;quot; - partitura,2006,Português,VAZIO,"['Jusamara Souza', 'Alexandre Vieira', 'Bernhard Sydow', 'Caroline C. Ponso', 'Celiza O. Metz', 'Cristina B. Santos', 'Maria G. C. Ribas', 'Sandra Rhoden', 'Carlos Roberto Ferreira Menezes Junior', 'Luciana D. Bem', 'Cíntia T. Morato', 'Peggy B. Storti', 'Lilian N. Gonçalves', 'Lelia N. Diniz', 'Graciano Lorenzi', 'Karla D. de Oliveira']","['1', '10', '11', '12', '13', '14', '15', '16', '2', '3', '4', '5', '6', '7', '8', '9']",['2']
