TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
O teatro que caminha pelas ruas,2002,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Teatro de Rua: olhares e perspectivas,2005,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Ana Carneiro']","['1', '2']",['1']
"Teatro: ensino,teoria e prática",2004,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Irley Margarete Cruz Machado', 'Renata Bitencourt Meira', 'Paulo Ricardo Merisio']","['1', '2', '3', '4']",['1']
Pedagogia do Teatro e o teatro de rua,2008,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Teatro e dança como experiência comunitária,2009,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Zeca Ligiero', 'Victor Hugo Adler Pereira']","['1', '2', '3']",['1']
Cartografias do Ensino do Teatro,2009,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Adilson Florentino']","['1', '2']",['1']
Pesquisa em Artes Cênicas. Textos e Temas,2012,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Pedagogia do Teatro. Práticas contemporâneas em sala de aula,2013,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Cena Contemporânea: estudos de encenação e atuação [em Potestade],2016,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Artes da Cena: processos e práticas,2016,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Atelies em artes cênicas: produção-extensão e difusão cultural v. 1,2017,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Fernando Manoel Aleixo']","['1', '2']",['1']
Múltiplos olhares sobre processos descoloniais nas Artes Cênicas [ISBN: 978.85.462.1089.3],2018,Português,VAZIO,"['Narciso Larangeira Telles da Silva', 'Ana Carolina Mundin', 'Bya Braga (Maria Beatriz Mendonça)', 'Jorge Graça Veloso']","['1', '2', '3', '4']",['1']
Cuerpos en actuación. Prácticas de Improvisación y Composición,2021,Espanhol,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
Pedagogia do Teatro 1 - Módulo 25,2012,Português,VAZIO,['Narciso Larangeira Telles da Silva'],['1'],['1']
