TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
ANÁLISE DO MAXIXE DUETO DE LUMINÁRIAS E DIABO : COPLA PARA CANTO E PIANO DA MÁGICA - A BOTA DO DIABO,2020,Português,Atena Editora,"['Borges, Renata Freitas', 'Flávio Cardoso de Carvalho']","['1', '2']",['2']
O controle respiratório e os parâmetros vocais na performance teatral,2005,Português,Editora da Universidade Federal de Uberlândia,['Flávio Cardoso de Carvalho'],['1'],['1']
