ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8338462028975092,Juliana Alves Mota Drummond,Drummond,"MOTA DRUMMOND, J. A.",Ibirite,MG,"Juliana Mota é atriz, cantora, diretora e relações públicas. Professora do Programa de Pós-graduação em Artes Cênicas da UFSJ e do Curso de Graduação em Teatro da mesma instituição. Líder do grupo de pesquisa e programa de extensão CASA ABERTA. Doutora com a tese intitulada &amp;quot;Marcas deles em mim: memória, música e formação do ator&amp;quot; pela UFMG (2012) sob orientação de Antônio Hidebrando. Em 2014 realizou pós-doutorado na Università degli Studi di Messina, Itália, com pesquisa na área de saúde do artista cênico intitulada &amp;quot;Caminhos da Medicina da Arte: Diálogos entre Itália e Brasil&amp;quot;. Em 2020 está em curso o pós-doutorado na Universidade Federal de Minas Gerais na área de Literatura com pesquisa intitulada ?Os afetos musicais, a individuação e as contas de lágrimas que colhemos pelo caminho? sob supervisão de Marcos Alexandre.&amp;#10;Possui bacharelado em Interpretação Teatral pela Universidade Federal de Minas Gerais (2005) e em Relações Públicas pela Pontifícia Universidade Católica de Minas Gerais (2004). Mestrado em Artes pela Universidade Federal de Minas Gerais (2007) com dissertação intitulada: &amp;quot;Para aprender à observar: em busca de uma atuação polifônica&amp;quot;. &amp;#10;É professora da Universidade Federal de São João Del-Rei atuando nas áreas de Interpretação, Voz e Musicalidade. Foi sub-chefe do Departamento de Artes da Cena da UFSJ em 2018 e chefe do Departamento de Letras, Artes e Cultura da UFSJ entre 2015 e 2017. Atua como líder do grupo de pesquisa registrado no CNPq CASA ABERTA: Memória, Música e Formação do Ator com trabalhos desenvolvidos nas áreas &amp;quot;treinamento vocal do ator&amp;quot;, &amp;quot;teatro musical brasileiro&amp;quot; e &amp;quot;voz e tradição&amp;quot;. &amp;#10;Já realizou residências artísticas na Itália, República Tcheca, Estados Unidos, e Rússia. Organizadora do I, II, III, IV e V Seminário Internacional CASA ABERTA, da I, II e III Missão de divulgação de pesquisas do CASA ABERTA no Exterior e incentivadora dos processos de internacionalização e da interdisciplinaridade dentro da instituição de ensino superior onde atua.&amp;#10;Entre os trabalhos de maior destaque temos os livros publicados: Pequeno Mapa de Encontros e Afetos (2015), Marcas deles em Mim: Memória, Música e Formação do Ator (2015), Pequeno Mapa de Encontros e Afetos ? Vol 2 (2020) e Insubmissa: Escritas para o fim de um mundo (2020). Entre os artigos mais relevantes produzidos destacam-se os artigos Voz e presença: a utilização dos arquétipos sonoros no trabalho do ator (2017); Caminhos da escuta: presença sonora e escuridão (2017) e A construção da paisagem mental em Motriz: a hipótese de um teatro hipnótico (2017). Entre os espetáculos produzidos em seu grupo de pesquisa destacam-se Motriz (2016) com circulação expresiva dentro e fora do Brasil; além de Quintal e Olhos d´água construídos em diálogo com a obra de Conceição Evaristo.",19-11-2020,Universidade Federal de São João Del-Rei,
