ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
0691329903728467,Cecília Nazaré de Lima,Lima,"LIMA, C. N.",Belo Horizonte,MG,"Professora Associada do Departamento de Teoria Geral da Música da Escola de Música da UFMG. Graduada em Piano e Composição, Mestre em Artes Musicais (2002), pelo Instituto de Artes da UNICAMP, em Campina/SP, e Doutora em Criação e crítica da imagem em movimento (2012), pela Escola de Belas Artes da UFMG, em Belo Horizonte, é docente permanente do Programa de Pós-Graduação em Música, com atuação na linha de pesquisa Performance Musical. Faz parte dos grupos de pesquisa Intermídia: estudos sobre intermidialidade, da Faculdade de Letras da UFMG, coordenado por Thaís Flores Diniz, e Resgate da Canção Brasileira, da Escola de Música da UFMG, coordenado por Mônica Pedrosa de Pádua e Luciana Monteiro, desenvolvendo estudos, entre outros, de relações da música e outras artes e de editoração e divulgação de partituras. Na área da composição, algumas de suas criações estão disponíveis do site do Sesc Partituras https://www.sesc.com.br/portal/site/sescpartituras/Compositores/.&amp;#10;Dos encargos administrativos, se destacam: Membro da Comissão Própria de Avaliação da UFMG - CPA, gestão 2019 - 2021; Membro do Núcleo Docente Estruturante - NDE da Escola de Música da UFMG, 2019 - 2023, Vice-Diretoria da Escola de Música da UFMG, gestão 2014-2018; Coordenação do Vestibular da UFMG/Habilitação Música dos anos de 2016 e 2017; Representação do Departamento de Teoria Geral da Música no Colegiado de Graduação da Escola de Música da UFMG, 2012 a 2014; Chefia do Departamento de Teoria Geral da Música da EMUFMG, de 2003 a 2005.",04-05-2022,Universidade Federal de Minas Gerais,
