TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Coroas Negras na República: Rito, Teatro e Folclore",2000,Português,Annablume/GIPE-CIT,['Fernando Antonio Mencarelli'],['1'],['1']
"Performance, trabalho sobre si e canções rituais brasileiras",2003,Português,Editora FALE,['Fernando Antonio Mencarelli'],['1'],['1']
Grotowski e a criação teatral contemporânea no Brasil,2004,Português,FALE/UFMG,['Fernando Antonio Mencarelli'],['1'],['1']
Exercício de ator para a dramaturgia da cena,2005,Português,Emcomum,['Fernando Antonio Mencarelli'],['1'],['1']
O Pássaro do Poente,2006,Português,Emcomum,['Fernando Antonio Mencarelli'],['1'],['1']
"Anarquismo, teatro e história: o tempo em espiral",2009,Português,UFMG/CNPq,['Fernando Antonio Mencarelli'],['1'],['1']
Quando o Peixe Salta. Ictiocultura experimental - como criamos o peixe,2009,Português,Argvmentvum,"['Fernando Antonio Mencarelli', 'Rodrigo Campos Rocha']","['1', '2']",['1']
Dramaturgias em processo: a cena pelo avesso,2010,Português,Edições CPMT,['Fernando Antonio Mencarelli'],['1'],['1']
"Artistas, ensaiadores e empresários: o ecletismo e as companhias musicais",2012,Português,Ed. Perspectiva/Sesc,['Fernando Antonio Mencarelli'],['1'],['1']
Interpretando as canções: entre os palcos e as ruas,2012,Português,Fundação Casa de Rui Barbosa,['Fernando Antonio Mencarelli'],['1'],['1']
O cartel dos tablados no Rio de Janeiro do século XIX: a empresa teatral internacional,2012,Português,7 Letras,['Fernando Antonio Mencarelli'],['1'],['1']
Práticas corporais e alteridade na cultura de grupo: o Yuyachkani,2014,Português,PPGArtes UFBA,['Fernando Antonio Mencarelli'],['1'],['1']
"Coletivos teatrais, performance e micropolíticas",2015,Português,Fundação Municipal de Cultura,['Fernando Antonio Mencarelli'],['1'],['1']
"Collettivi teatrali, performance e micro-politiche",2021,Italiano,Ed. Sesibile alle Foglie/ Fondazione Teatro Toscana/ ZKM Karlsruhe,['Fernando Antonio Mencarelli'],['1'],['1']
A Abrace em Minas - 2006-2008,2020,Português,UnB,['Fernando Antonio Mencarelli'],['1'],['1']
Cia Acômica: criação e pesquisa em Minas Gerais,2007,Português,Cia Acômica,['Fernando Antonio Mencarelli'],['1'],['1']
