PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
A direção da transferência de aprendizagem entre membros e suas relações com a complexidade da tarefa,2005,2005,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Análise da proficiência motora dos escolares de Montes Claros,2005,2006,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Interferência contextual: relação entre níveis de processamento cognitivo e requerimentos de precisão temporal,2005,2006,PESQUISA,['Guilherme Menezes Lage'],['SIM']
A influência da prática no desempenho dos padrões fundamentais arremessar e chutar no lado não-preferido,2005,2005,PESQUISA,['Guilherme Menezes Lage'],['SIM']
"A influência do comportamento impulsivo (impulsividade motora, atencional e cognitiva) sobre o rendimento de atletas praticantes de handebol",2007,2008,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Associação entre Controle motor e polimorfismos genéticos ligados a função serotonérgica em adultos saudáveis,2008,2009,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Controle motor de movimentos manuais em disléxicos: uma investigação das hipóteses neurológicas,2009,2010,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Impulsividade: efeitos do feedback auto-controlado na aprendizagem motora,2010,2011,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Assimetria de desempenho manual e complexidade da tarefa: efeitos da programação motora sobre os perfis de aceleração e velocidade dos membros superiores contralaterais,2006,2007,PESQUISA,['Guilherme Menezes Lage'],['SIM']
Informação visual e tátil no controle da afinação não-temperada do contrabaixo,2005,2008,PESQUISA,"['Guilherme Menezes Lage', 'Maurílio Nunes Vieira', 'Fausto', 'J barreiros']","['NAO', 'NAO', 'SIM', 'NAO']"
Intervenção Motora para Crianças com Transtorno de Atenção e Hiperatividade (IMPACTAH),2014,ATUAL,EXTENSAO,"['Guilherme Menezes Lage', 'Tercio Apolinário de Souza', 'Simara Regina de Oliveira Ribeiro']","['SIM', 'NAO', 'NAO']"
Modulação do controle motor por meio de estimulação o transcraniana por corrente contínua: alterações nas assimetrias de desempenho manual,2014,2018,PESQUISA,"['Guilherme Menezes Lage', 'Herbert Ugrinowitsch', 'Rodolfo Benda', 'Leandro Diniz', 'Marco Aurélio Romano-Silva', 'Débora Marques Miranda']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Núcleo para Políticas Informadas por Evidências,2014,ATUAL,EXTENSAO,"['Guilherme Menezes Lage', 'Leandro Malloy-Diniz', 'Marco Aurélio Romano-Silva', 'Débora Marques Miranda', 'LUIZ ARMANDO CUNHA DE MARCO', 'FREDERICO DUARTE GARCIA', 'ANA CRISTINA SIMOES E SILVA']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Aspectos neurobiológicos envolvidos na organização da prática,2016,ATUAL,PESQUISA,"['Guilherme Menezes Lage', 'Tercio Apolinário de Souza', 'Natália Lelis Torres']","['SIM', 'NAO', 'NAO']"
"Associação entre parâmetros oculomotores, parâmetros eletroencefalográficos e a organização da prática",2019,ATUAL,PESQUISA,"['Guilherme Menezes Lage', 'Herbert Ugrinowitsch', 'Tercio Apolinário de Souza', 'Lidiane Aparecida Fernandes', 'Lucas Eduardo Antunes Bicalho', 'Carlos Eduardo Campos', 'Juliana Otoni Parma']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Projeto de elaboração, consultoria e assessoria de cursos em Comportamento Motor",2021,ATUAL,EXTENSAO,['Guilherme Menezes Lage'],['SIM']
Inovação e empreendedorismo em neurociência do comportamento motor,2021,ATUAL,EXTENSAO,['Guilherme Menezes Lage'],['SIM']
"Estrutura de prática, nível de habilidade e dificuldade da tarefa motora: testagem da proposta do ponto de desafio através da análise cinemática e resposta pupilar",2013,2016,PESQUISA,['Guilherme Menezes Lage'],['SIM']
EFEITOS DA MODULAÇÃO CORTICAL NA TRANSFERÊNCIA BILATERAL DE APRENDIZAGEM EM INDIVÍDUOS COM LATERALIDADE DISTINTA,2022,ATUAL,PESQUISA,"['Guilherme Menezes Lage', 'Tercio Apolinário de Souza', 'Lidiane Aparecida Fernandes']","['NAO', 'NAO', 'SIM']"
