ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
1662489956608125,Modesto Flávio Chagas Fonseca,Fonseca,"FONSECA, M. F. C.",Ponte Nova,MG,"Professor Adjunto do Departamento de Música da Universidade Federal de São João Del Rei, lecionando as disciplinas Prática de Orquestra, Canto Coral, Fundamentos da Regência, Harmonia e Análise Musical. É graduado em música ? Bacharelado em Regência em 1993 pela Escola de Música da Universidade Federal de Minas Gerais, Belo Horizonte (MG), Mestre em Musicologia pela Universidade Federal do Estado Rio de Janeiro ? UNI-RIO em 2004 e Doutor em Musicologia na mesma universidade em 2013. Foi Regente Adjunto da Orquestra Filarmônica do Espírito Santo entre os anos de 1993 a 2010 e em 1994 forma a Orquestra de Câmara de Viçosa ? MG sendo também seu regente titular. Formou, em 2001, o grupo Coro e Orquestra Domine Maris e o Capela Del Rey em 2010, ambos dedicados à divulgação da música brasileira dos séculos XVIII e XIX, no qual atua como violista, regente e diretor artístico. Com o primeiro gravou, em 2005, o CD ?Creator Alme? que faz o primeiro registro sonoro da maioria das obras que nele constam. Com o segundo realizou em 2011 uma série de concertos nas regiões central e norte do Brasil. Diretor Regente da Orquestra Lira Sanjoanense desde 2015. Coordena o Centro de Documentação Musical de Viçosa ? CDMV e realizou a publicação de dois volumes de obras sacra e para banda, pertencentes aos acervos viçosenses e da região.",09-03-2022,Universidade Federal de São João Del-Rei,
