ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
1273787600427338,Stefano Paschoal,Paschoal,"PASCHOAL, S.;Stéfano Paschoal;Stefano Paschoal;Stéphano Paschoal;Paschoal, Stéphano;PASCHOAL, STÉFANO",Monte Santo de MInas,MG,"Stéfano Paschoal possui Licenciatura em Português/Alemão e Português/Inglês pela Faculdade de Ciências e Letras, UNESP, de Assis ? SP. Possui mestrado e doutorado na área de Língua e Literatura Alemã pela Faculdade de Filosofia, Letras e Ciências Humanas da Universidade de São Paulo (USP). Foi bolsista DAAD durante o seu doutorado por dois anos, na Universidade Livre de Berlim (Freie Universität Berlin). É professor adjunto do Instituto de Letras e Linguística da Universidade Federal de Uberlândia, onde atual como professor de inglês na graduação em Tradução, como professor de alemão da Central de Línguas e como professor do Mestrado em Música, no Instituto de Artes da mesma universidade. Participa ativamente do grupo de estudos GELATIVM, em sessões de leituras dos textos filosóficos de M.T.Cícero. Seus projetos de pesquisa atuais, Grandval e Mermet sob os olhos de Friedrich Wilhelm Marpurg: análise comparativa de traduções e o diálogo entre Tradução, Música e Filosofia, no Instituto de Letras e Linguística e Des Critischen Musicus an der Spree: quaestiones e disputationes sobre a formação do gosto musical na Alemanha do século XVIII versam, de modo geral, sobre questões tradutórias e musicais de século XVII e XVIII, e permitem um intenso diálogo com questões filosóficas e estéticas. Ministrou recentemente, ao lado da Profa. Dra. Monica Isabel Lucas, o curso Introdução às questões tradutórias da literatura sobre música, no Mestrado em Música da Escola de Comunicação e Artes (USP, São Paulo); o Seminário Tópicos em Filosofia e Música (em conjunto com o Prof. Dr. Celso Cintra) no Mestrado em Filosofia do Instituto de Filosofia da Universidade Federal de Uberlândia e, atualmente, ministra o seminário Tópicos em Filosofia, Estética e Música, no Mestrado em Música, Universidade Federal de Uberlândia. Sua tradução mais recente de obra musical, As Cantatas de Bach, de Alfred Dürr, foi realizada em conjunto com a Profa. Dra. Claudia S.Dornbusch, e publicada pela Editora da Universidade Sagrado Coração de Jesus, de Bauru-SP.",23-03-2021,Universidade Federal de Uberlândia,
