TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"História, política e cena: tecnologia e cena política - Cadernos Monográficos vol. II",2019,Português,VAZIO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella']","['1', '2']",['1']
"História, Política e Cena: cadernos monográficos volume 1",2017,Português,VAZIO,"['Carina Maria Guimarães Moreira', 'Berilo Luigi Deiró Nosella']","['1', '2']",['1']
