PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"O Brasil na ponta do lápis: Alceu Penna, moda política e identidade (1938-1945)",2007,2011,PESQUISA,"['Maria Claudia Bonadio', 'Gabriela Ordones Penna', 'Ana Paula Mendonça', 'bruna pinto martins', 'Boaventura, Thaís Fernandes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
A moda e a cultura jovem no Brasil: do pós-guerra ao final do século XX,2008,2013,PESQUISA,"['Maria Claudia Bonadio', 'Mariana Facchini', 'Maria Eduarda Araújo Guimarães', 'Maíra Zimmerman Andrade', 'Ananda Maira Guarany de Souza.', 'Ana Claudia Tassi Amâncio.', 'Cecília Vilela do Nascimento.', 'marisa mancebo reid', 'Beatriz Gomes Ribeiro']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
SONS E IMAGENS DA MODA NOS ANOS 1960,2005,2007,PESQUISA,['Maria Claudia Bonadio'],['SIM']
Projeto Figurino Alceu Penna,2005,2007,PESQUISA,"['Maria Claudia Bonadio', 'Daniela Nunes Figueira', 'Gabriela Ordones Penna', 'Mourilo, Lázaro']","['SIM', 'NAO', 'NAO', 'NAO']"
MODA É COISA DE MUSEU? O DESIGN DE MODA NOS MUSEUS DE ARTE.,2011,2014,PESQUISA,['Maria Claudia Bonadio'],['SIM']
"O wearable art  e os museus no Brasil: Acervos, exposições e crítica.",2014,2016,PESQUISA,"['Maria Claudia Bonadio', 'Ana Luiza Mendonça', 'Rayane Patrícia de Ávila']","['SIM', 'NAO', 'NAO']"
Do ateliê para a televisão: Imagens e trajetórias da primeira geração de costureiros brasileiros.,2016,ATUAL,PESQUISA,"['Maria Claudia Bonadio', 'Paulo de Oliveira Rodrigues Júnior']","['SIM', 'NAO']"
Historiografia e imagens da moda: alguns questionamentos.,2015,ATUAL,PESQUISA,"['Maria Claudia Bonadio', 'Ana Paula Dessupoio Chaves', 'Gabriela Soares Cabral', 'Fernando Augusto Hage Soares', 'Andrés Leonardo Caballero Piza', 'Thomas Walter Dietz', 'Tatiana Scali Abrita', 'Thaiana Vieira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
&amp;quot;O perfil @historiadamoda.ufjf no Instagram: divulgação científica e história pública&amp;quot;,2020,ATUAL,EXTENSAO,"['Maria Claudia Bonadio', 'Elisabeth Murilho da Silva', 'Débora Pinguello Morgado', 'Javer Volpini']","['SIM', 'NAO', 'NAO', 'NAO']"
A MODA BRASILEIRA E AS TELENOVELAS (1973-2001): VISUALIDADE E CONSUMO,2015,ATUAL,PESQUISA,"['Maria Claudia Bonadio', 'Elisabeth Murilho da Silva', 'THAYANE PILAR MARTINS DA SILVA', 'Mauro de Melo Júnior', 'Marcelle Lopes de Souza']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
