TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Cultura e Comunicação nas avenidas de contorno de Belo Horizonte e La Plata,2005,Português,VAZIO,['José Márcio Pinto de Moura Barros'],['1'],['1']
Diversidade Cultural ? da proteção à promoção,2008,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Giselle Dupin', 'Cesária Macedo']","['1', '2', '3']",['1']
"As mediações da cultura: arte, processo e cidadania",2009,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Renata Alencar', 'Tailze Melo']","['1', '2', '3']",['1']
Pensar e agir com a cultura,2011,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1']
Federalismo e políticas culturais no Brasil,2013,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Alexandre Barbalho', 'Lia Calabre']","['1', '2', '3']",['1']
Dimensões e desafios políticos para a diversidade cultural,2014,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Paulo Miguez', 'Giuliana Kaurark']","['1', '2', '3']",['1']
"Diversidade Cultural:políticas, visibilidades midiáticas e redes",2015,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Kauark, Giuliana', 'Paulo Miguez']","['1', '2', '3']",['1']
Cultura e Diversidade,2018,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Giuliana Kauark', 'Giselle Dupin']","['1', '2', '3']",['1']
Gestão Cultural e diversidade: do pensar ao agir,2018,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Jocastra Holanda Bezerra']","['1', '2']",['1']
Planos Municipais de Cultura: reflexões e experiências,2019,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Kátia Maria de Souza Costa']","['1', '2']",['1']
Diversidade cultural e desenvolvimento sustentável,2020,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Maria Dione Carvalho de Moraes', 'Giselle Dupin', 'Genauto Carvalho França Filho', 'Luana Vilutis', 'Giuliana Kauark', 'Eduardo Sarmento']","['1', '2', '3', '4', '5', '6', '7']",['1']
"Diversidade, sustentabilidade e políticas [livro eletrônico] : o Plano Nacional de Cultura do Brasil e a Convenção da Diversidade Cultural",2021,Malgaxe,VAZIO,"['José Márcio Pinto de Moura Barros', 'Giselle Dupin']","['1', '2']",['1']
Diversidade e desigualdade de trocas,2011,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Kauark, Giuliana']","['1', '2']",['1']
