TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
De corpo e alma na arte: breve reflexão sobre o conceito de corporeidade (ISSN - 1516-0793),2006,,Português,Cadernos de Pós-Graduação da UNICAMP,XX,1516-0793,['Fernando Manoel Aleixo'],['1'],['1'],-99
Uma breve reflexão sobre a presença do diretor e a prática colaborativa (ISSN - 1516-7739),2005,,Português,O Teatro Transcende,XX,1516-7739,['Fernando Manoel Aleixo'],['1'],['1'],-99
A voz (do) corpo: memória e sensibilidade (ISSN - 1414-5731),2004,,Português,Urdimento (UDESC),A1,1414-5731,['Fernando Manoel Aleixo'],['1'],['1'],-99
Corporeidade da voz: aspectos do trabalho vocal do ator (ISSN - 1516-7739),2003,,Português,O Teatro Transcende,XX,1516-7739,['Fernando Manoel Aleixo'],['1'],['1'],-99
Corporeidade da voz (ISSN - 1516-0793),2002,,Português,Cadernos de Pós-Graduação da UNICAMP,XX,1516-0793,['Fernando Manoel Aleixo'],['1'],['1'],-99
Vocabulário Poético do Ator (ISSN - 1809-290X),2008,,Português,OuvirOUver (Uberlândia. Impresso),A2,1809-290X,['Fernando Manoel Aleixo'],['1'],['1'],-99
A experiência coletiva do teatro como contexto para uma formação autônoma do ator (ISSN - 1982-7180),2009,,Português,Cavalo Louco,C,1982-7180,['Fernando Manoel Aleixo'],['1'],['1'],-99
Reflexões sobre aspectos pedagógicos relacionados ao trabalho vocal do ator (ISSN 1980-8348),2010,,Português,Moringa (João Pessoa),XX,1980-8348,['Fernando Manoel Aleixo'],['1'],['1'],-99
RÚSTICO SER : o inacabado da vida,2014,,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,['Fernando Manoel Aleixo'],['1'],['1'],-99
"Texto, memória e fala: um encontro com François Khan (ISSN: 1414.5731; E-ISSN: 2358.6958)",2014,,Português,Urdimento (UDESC),A1,1414-5731,['Fernando Manoel Aleixo'],['1'],['1'],-99
CORPO-VOZ-RITUALIDADE: PRIMEIRAS ABORDAGENS,2017,10.22478/ufpb.2177-8841.2017v8n1.34915,Português,MORINGA - ARTES DO ESPETÁCULO (UFPB),A3,2177-8841,['Fernando Manoel Aleixo'],['1'],['1'],-99
PREFÁCIO: encontro com Maud Robart,2017,,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['Fernando Manoel Aleixo', 'Maria Thais Lima Santos', 'Eduardo Okamoto']","['1', '2', '3']",['1'],-99
PISTAS PARA UM INVENTÁRIO DE VOZ: conhecer a si mesmo para se transformar (Artigo Revista ISSN 2675-4584),2020,,Português,Voz e Cena,XX,2675-4584,['Fernando Manoel Aleixo'],['1'],['1'],-99
CONEXÃO CASA: imaginação e infância,2021,10.14393/issn2358-3703.v8n2a2021-12,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['Fernando Manoel Aleixo', 'Mariene Hundertmarck Perobelli']","['1', '2']",['1'],-99
A dimensão sensível da voz e o saber do corpo (ISSN - 1516-0793),2005,,Português,Cadernos de Pós-Graduação da UNICAMP,XX,1516-0793,['Fernando Manoel Aleixo'],['1'],['1'],-99
