ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4236379426483362,Sérgio de Figueiredo Rocha,Rocha,"ROCHA, Sérgio;ROCHA, SÉRGIO DE FIGUEIREDO;ROCHA, SERGIO",Belo Horizonte,MG,"Possui Graduação em Educação Física (1988), Medicina (1995) e Música (2002), todas concluídas na UFMG; Residência Médica em Psiquiatria pelo Hospital das Clínicas da UFMG (1999), Especialização em Música Brasileira pela UEMG (2001) e Especialização em Medicina do Esporte pela UVA (2011),  Mestrado em Música pela UFMG (2005) e Doutorado em Medicina/Psiquiatria pela USP (2012). No âmbito da música, desde 1990 tem atuado em variadas formações musicais, entre as quais se destacam a Orquestra Sinfônica de Minas Gerais, o Coral de Trombones da UFMG, o Grupo TROMBOMINAS e a Orquestra Filarmônica de Minas Gerais. Em 2005 publicou o livro: ?Memória: uma chave afetiva para a música?, cuja essência e interesse é a inter-relação entre neurociências, psicologia e música. Como docente, atuou na Universidade do Estado de Minas Gerais (UEMG), onde implantou os cursos de Bacharelado e Licenciatura em Trombone em 2006.  Nesse mesmo ano, através de concurso público, passou a atuar no curso de música da Universidade Federal de São João del Rei (UFSJ).  Nesta cidade, coordenou os Festivais Brasileiros de Trombonistas de 2008 e 2014, promovidos pela Associação Brasileira de Trombonistas (ABT). Nessa associação é membro e criador da Comissão Científica desde 2012 e, desde 2019, é editor chefe do &amp;quot;The Brazilian trombone Association Journal&amp;quot;. Em 2011 validou a K-MPAI, a primeira escala a ser utilizada na ansiedade de performance musical na língua portuguesa bem como realizou o primeiro estudo mundial na área de genética na performance musical.  No eixo da Extensão Universitária, coordena o Projeto Coral de Trombones desde 2006. Foi membro do Conselho Universitário (CONSU) da UFSJ (2017-2019) e no Departamento de Música (DMUSI/UFSJ) é membro da Comissão de Pesquisa e Pós-graduação desde 2012 e atua na linha de pesquisa &amp;quot;Dimensões e Práticas da Performance Musical&amp;quot; do Programa de Pós-Graduação em Música DMUSI/UFSJ.",29-06-2022,Universidade Federal de São João Del-Rei,https://orcid.org/0000-0002-5600-185X
