ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2899680917014460,Lilia Neves Gonçalves,Gonçalves,"GONÇALVES, L. N.;GONÇALVES, LILIA NEVES",Ituiutaba,MG,"Possui graduação em Educação Artística Habilitação em Música pela Universidade Federal de Uberlândia (1989), Mestrado e Doutorado em Música pela Universidade Federal do Rio Grande do Sul (1993; 2007), na Subárea: Educação Musical. Atualmente é professora associada   no Curso de Licenciatura e Bacharelado em Música, além de orientadora Programa de  Mestrado em Música da Universidade Federal de Uberlândia (UFU). Tem experiência na área de Artes, com ênfase em Música, com temas de pesquisa: conservatórios estaduais mineiros, concepções de ensino/aprendizagem musical, livro didático, educação musical e sociabilidade, ensino/aprendizagem musical no cotidiano. Atua em projetos de pesquisa e de extensão com ênfase na música como prática social, coordenadora do PIBID/Música (desde 2014) e da Residência Pedagógica. Participou do Conselho Editorial da Editora da UFU (EDUFU), foi Editora responsável da Revista OuvirOuVer dos Cursos de Pós-Graduação do Instituto de Artes (UFU) e membro do Conselho Editorial da Revista da ABEM (Associação Brasileira de Educação Musical). Participou da Comissão Técnica do MEC para avaliação do PNLD/Arte. Coordena o grupo de pesquisa &amp;quot;Educação, Música, Cotidiano e Sociabilidade' e participa do grupo de pesquisa &amp;quot;Educação Musical e Cotidiano&amp;quot;, coordenado pela Profa. Dra. Jusamara Souza. .",19-04-2022,Universidade Federal de Uberlândia,
