ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6825902106907746,Mario Ferreira Piragibe,Piragibe,"PIRAGIBE, M. F.;PIRAGIBE, MARIO;PIRAGIBE, MÁRIO FERREIRA;PIRAGIBE, MARIO FERREIRA;FERREIRA PIRAGIBE, MARIO;PIRAGIBE, MÁRIO",Rio de Janeiro,RJ,"Doutor em Artes Cênicas pela Universidade Federal do Estado do Rio de Janeiro (2011), obtendo o grau de mestre em Teatro (2007) e de bacharel em Artes Cênicas com habilitação em Teoria do Teatro (1999) pela mesma instituição. Ator e professor de teatro, é Professor Efetivo do Curso de Teatro do Instituto de Artes (IARTE) da Universidade Federal de Uberlandia - UFU. Foi professor substituto do curso de Direção teatral da Escola de comunicação da UFRJ. Pesquisador com especialização no estudo de características contemporâneas do teatro de formas animadas. &amp;#10;Sua pesquisa aborda interfaces da linguagem do teatro de animação com poéticas contemporâneas da cena teatral brasileira, com ênfase para os processos de criação e formação do ator dedicado ao teatro de animação. A pesquisa lida com a concepção de Teatro de Animação a partir do desdobramento da presença e da expressividade do ator, bem como com as interfaces que esta estabelece com sistemas de visualidade da cena teatral, tais como a cenografia, o figurino, a iluminação, a caracterização cênica e as interfaces entre o teatro e as novas tecnologias. Integra o Grupo de Estudos e Investigações sobre Criação e Formação em Artes Cênicas (GEAC UFU) desde 2011, e o Grupo de Pesquisa Poéticas Cênicas: visuais e performativas desde 2018. Realizou pesquisa de pós-doutorado na Royal Central School of Speech and Drama / Londres, sob supervisão de Cariad Astles, PhD, com bolsa CAPES, do Programa de Pós-Doutorado no Exterior sobre processos de formação do artista no Teatro de Animação Contemporâneo.",21-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-8244-5753
