ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
3912456509075556,Dirce Helena Benevides de Carvalho,Carvalho,"CARVALHO, D. H. B.;CARVALHO, Dirce Helena de;Dirce Helena de Carvalho;Dirce Helena Carvalho",São João da Boa Vista,SP,"Atriz/Diretora Teatral/Pesquisadora; Doutora em Educação pelo Programa de Pós-Graduação (FEUSP/USP); Mestra em Estética e História da Arte (USP, 2008); graduada em Licenciatura em Artes pela Universidade Católica de Campinas (PUCC - CAMPINAS); Graduada em Licenciatura em Artes Cênicas; &amp;#10;Formada pela Escola de Artes Dramática USP;&amp;#10;Formada pelo Conservatório Musical Campinas ? PUCC -instrumento piano. &amp;#10;Atualmente é professora adjunta do Curso de Teatro da Universidade Federal de Uberlândia, MG. &amp;#10;Professora do Programa de Pós Graduação em Artes Cênicas; Professora do Programa de Pós Graduação Mestrado Profissional/PROFARTES; &amp;#10;Membro Comitê Editorial Revista RASCUNHOS/UFU&amp;#10;Vice-líder do Grupo de Pesquisa Estudos e Investigações sobre Criação de Formação em Artes Cênicas(GEAC/Cnpq), desde 2020. &amp;#10;Coordenou o Mestrado Profissional em Artes PROFARTES/UFU de 2017 a 2019.&amp;#10;Experiência na área de Artes/Teatro, atuando nas subáreas: Pedagogia do Tetro ; Práticas teatrais (atuação; corpo-voz, performance text). Atualmente suas pesquisas e publicações são voltadas para a Cena Contemporânea com ênfase  no texto performativo  em procedimentos de criação.",30-06-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-1961-9351
