TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Hellenika ? Introdução ao Grego Antigo,2009,Português,VAZIO,"['Jacyntho Lins Brandao', 'Saraiva, O. Q.', 'Celina Figueiredo Lage']","['1', '2', '3']",['3']
Scripta Classica,1999,Português,VAZIO,"['Lopes, A. O.O.D.', 'Flores jr., O.', 'Celina Figueiredo Lage']","['1', '2', '3']",['3']
Hodiernus ? diffuse gazes on contemporary /   Hodiernus ? olhares difusos sobre o contemporâneo.,2014,Inglês,VAZIO,"['Celina Figueiredo Lage', 'Alessandro Aued', 'Catarina Leite', 'Henrique Marques', 'Lucas Oriel', 'Wenderson Fernandes']","['1', '2', '3', '4', '5', '6']",['1']
Helleniká: introdução ao grego antigo,2005,Português,VAZIO,"['Celina Figueiredo Lage', 'Jacyntho Lins Brandao', 'Saraiva, O. Q.']","['1', '2', '3']",['1']
From the Window to the World,2015,Português,VAZIO,"['Celina Figueiredo Lage', 'Jade Liz França']","['1', '2']",['1']
#arteliBeRdade,2018,Bretão,VAZIO,"['Emília Mendes Lopes', 'Celina Figueiredo Lage']","['1', '2']",['2']
Caminhos desconhecidos: olhares diversos sobre a arte contemporânea,2018,Bretão,VAZIO,"['Lou de Resende', 'Fabiola Tasca', 'Cayo Honorato', 'Maiza Franco', 'Celina Figueiredo Lage', 'Alexandre Rodrigues', 'Priscila Paes']","['1', '2', '3', '4', '5', '6', '7']",['5']
"Para ver a Odisseia: entre a Literatura, as artes plásticas e o cinema",2017,Malgaxe,VAZIO,['Celina Figueiredo Lage'],['1'],['1']
Unspeakable Indizível,2017,Português,VAZIO,"['Celina Figueiredo Lage', 'Amanda Alves', 'Patrícia Marques', 'Priscila Paes']","['1', '2', '3', '4']",['1']
Poesia Grega Antiga,1998,Português,VAZIO,['Celina Figueiredo Lage'],['1'],['1']
