TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Comportamento Motor nos Transtornos do Desenvolvimento,2020,Malgaxe,VAZIO,"['Guilherme Menezes Lage', 'Siomara Aparecida Silva']","['1', '2']",['1']
Comportamento Motor e Neuropsicologia,2022,Malgaxe,VAZIO,"['Guilherme Menezes Lage', 'Tercio Apolinário de Souza', 'Nathálya Gardênia de Holanda Marinho Nogueira', 'Bárbara de Paula ferreira', 'Lidiane Aparecida Fernandes']","['1', '2', '3', '4', '5']",['1']
