ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
0867882382171922,Antonio Carlos Guimarães,Guimarães,"GUIMARÃES, Antonio Carlos;GUIMARÃES, ANTÔNIO",São João del Rei,MG,"O flautista Antonio Carlos Guimarães é Bacharel pela Universidade Federal de Minas Gerais (1990), Mestre em Música pela University of New México - EUA (1995) e Doutor em Arte Musicais pela University of Iowa - EUA (2003). Atualmente é professor associado da Universidade Federal de São João Del-Rei - UFSJ - onde leciona nos cursos de graduação e pós graduação em Música. Antonio tem ampla produção artística como músico flautista e pesquisador nos campos da performance musical e no ensino da flauta transversal, além disso atua na Extensão Universitária tendo coordenado o Programa Música XXI da UFSJ. Foi chefe do Departamento de Música da UFSJ de 2006 a 2010, Membro do Conselho Universitário de 2006 a 2008 e é Membro do Conselho Curador da Fundação Centro de Refência Musicológica José Maria Neves desde 2012. É membro da diretoria da Associação Brasileira de Flautistas - ABRAF - desde 2007 e exerce a função de Diretor de Evento Científico da ABRAF desde 2008.",09-03-2022,Universidade Federal de São João Del-Rei,
