PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Fé e Devoção no Sertão dos Geriais: O Capital Social como Recurso para Sobrevivência e Manutenção das Tradições nos Ternos de Catopês da cidade de Bocaiúva/MG,2008,2010,PESQUISA,"['Jarbas Siqueira Ramos', 'Herbert Toledo Martins']","['SIM', 'NAO']"
Teatro Universitário,2007,2013,EXTENSAO,"['Jarbas Siqueira Ramos', 'Ricardo Ribeiro Malveira', 'Solange Maria Veloso Sarmento', 'Nelcira Aparecida Durães', 'Mirian Walderez Oliva de Abreu', 'Efigênia Alkmim Prais']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
Um Estudo Etnocenológico da Estrutura Ritual nas Festas dos Catopês de Bocaiúva/ MG,2010,2012,PESQUISA,"['Jarbas Siqueira Ramos', 'Rafael Lorran Alves']","['SIM', 'NAO']"
Catopê - O Rosário de Bocaiúva,2007,2011,PESQUISA,['Jarbas Siqueira Ramos'],['SIM']
"No Passo do Giro: Um Olhar sobre o Ritual Festivo dos Ternos de Catopês de Bocaiúva, Minas Gerais",2009,2011,PESQUISA,"['Jarbas Siqueira Ramos', 'Denise Maria Barreto Coutinho']","['SIM', 'NAO']"
Partilha de Saberes: Diálogos entre a Dança e o Congado,2014,2014,EXTENSAO,"['Jarbas Siqueira Ramos', 'Ana Carolina da Rocha Mundim', 'Patrícia Chavarelli', 'Fabio Vladmir Silva', 'Enildon Pereira Silva', 'Natália Oliveira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Partilha de Saberes: Diálogos entre a Dança e o Congado,2015,2015,EXTENSAO,['Jarbas Siqueira Ramos'],['SIM']
Patrimônio Cultural em Debate: Curso de Formação em Patrimônio Cultural Imaterial,2017,ATUAL,EXTENSAO,"['Jarbas Siqueira Ramos', 'Jeremias Brasileiro']","['SIM', 'NAO']"
O CORPO-ENCRUZILHADA E SEUS ATRAVESSAMENTOS: ESTUDOS ARTÍSTICOS EM PERSPECTIVA DESCOLONIAL,2017,ATUAL,PESQUISA,['Jarbas Siqueira Ramos'],['SIM']
Grupo de Estudos em Capoeira e Criação em Dança,2018,2018,EXTENSAO,['Jarbas Siqueira Ramos'],['SIM']
Curso de Iniciação à Pesquisa - Currículo Lattes,2020,2020,EXTENSAO,"['Jarbas Siqueira Ramos', 'Daniella de Aguiar']","['SIM', 'NAO']"
SALA ABERTA - EDIÇÃO2020 - REMOTO/VIRTUAL,2020,2020,EXTENSAO,"['Jarbas Siqueira Ramos', 'Camila Soares de Barros']","['SIM', 'NAO']"
Cota não é Esmola - Estudo da Evasão e Retenção de Alunos Cotistas do Curso de Dança da UFU,2019,2019,ENSINO,['Jarbas Siqueira Ramos'],['SIM']
"Humus Sapiens: permacultura e compostagem como práticas de ensino, pesquisa e extensão",2020,ATUAL,EXTENSAO,"['Jarbas Siqueira Ramos', 'Gabriela Paes dos Santos', 'Fhaêsa Níelsen de Bessa Oliveira']","['SIM', 'NAO', 'NAO']"
Pró Autismo: abordagens multidisciplinares,2021,ATUAL,EXTENSAO,"['Jarbas Siqueira Ramos', 'Zeiza Matildes da Silva', 'Hélio Tomaz de Souza Filho']","['SIM', 'NAO', 'NAO']"
Improvisação como Criação de Escrituras e Danças,2021,ATUAL,PESQUISA,"['Jarbas Siqueira Ramos', 'Mariane Araújo Vieira', 'Paulina Maria Caon', 'Patricia Chavarelli Vilela da Silva', 'Luciana Mourão Arslan', 'Juscelino Mendes Junior', 'Carmen Pereiro Numer']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Programa LICOR em Dose Certa,2017,2017,EXTENSAO,"['Jarbas Siqueira Ramos', 'Lúcio Pereira', 'Patricia Chavarelli Vilela da Silva', 'Alexis Ferreira Silva', 'Ricardo Alvarenga']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Notas sobre o Corpo-Encruzilhada: Entre o Ritual e a Cena,2013,2017,PESQUISA,['Jarbas Siqueira Ramos'],['SIM']
Evem do Mar,2020,ATUAL,OUTRA,"['Jarbas Siqueira Ramos', 'Talita de Barros Lima', 'Lúcio Pereira', 'Jeremias Brasileiro', 'Daniel Santos Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Encontro de Improvisação em Dança do Cerrado,2020,ATUAL,OUTRA,"['Jarbas Siqueira Ramos', 'Mariane Araújo Vieira', 'Patricia Chavarelli Vilela da Silva', 'Luciana Mourão Arslan']","['SIM', 'NAO', 'NAO', 'NAO']"
