PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Projeto Pré-Vestibular Comunitário do Centro de Extensão da PUC,2004,2004,EXTENSAO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Carmen Gonçalves']","['NAO', 'SIM']"
Laboratório Audiovisual do Núcleo de Estudos Organizacionais e Sociedade,2010,2011,EXTENSAO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
"ESTRATÉGIAS DELINEADAS NA CONSTRUÇÃO DAS IDENTIDADES EM ORGANIZAÇÕES FAMILIARES: UM ESTUDO DOS EXPOSITORES, FORNECEDORES E SACOLEIRAS DA FEIRA HIPPIE DE BELO HORIZONTE",2004,2006,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
ESTRATÉGIAS DELINEADAS NA CONSTRUÇÃO DAS IDENTIDADES EM ORGANIZAÇÕES FAMILIARES: UM ESTUDO DOS COMERCIANTES DA FEIRA HIPPIE E DOS MERCADOS CENTRAIS DE BELO HORIZONTE,2005,2008,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
FORMAS DE ASSÉDIO MORAL NA TRAJETÓRIA PROFISSIONAL DE TRABALHADORES HOMOSSEXUAIS MASCULINOS: UM ESTUDO EM CAPITAIS DO BRASIL,2006,2008,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
AS REPRESENTACOES SOCIAIS E A (RE) CONSTRUCAO DAS IDENTIDADES EM ORGANIZACOES FAMILIARES: UM ESTUDO DOS MERCADOS MUNICIPAIS NAS CAPITAIS DA REGIAO SUDESTE,2006,2009,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
O MASCATE E O CAIXEIRO-VIAJANTE: IDENTIDADES E ESTRATÉGIAS NO RESGATE DA HISTÓRIA DAS PRÁTICAS COMÉRCIAIS MINEIRAS,2007,2009,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['SIM', 'NAO']"
FEMINILIDADES CONTEMPORÂNEAS: REPRESENTAÇÕES DA FEMINILIDADE NA ÓTICA DE MULHERES E HOMENS EXECUTIVOS,2008,2010,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
MASCULINIDADES CONTEMPORÂNEAS: REPRESENTAÇÕES DA MASCULINIDADE NA ÓTICA DE HOMENS E MULHERES EXECUTIVOS,2008,2011,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
AS ORGANIZAÇÕES FAMILIARES NA GALERIA DO OUVIDOR: ?ONDE SE PODE ACHAR O IMPOSSÍVEL?,2008,2013,PESQUISA,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri']","['NAO', 'SIM']"
