PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Olhar sobre Diamantina: Relação entre o olhar contemporâneo e o olhar de Chichico Alkmin,2009,2009,EXTENSAO,['Rachel Cecília de Oliveira Costa'],['SIM']
A questão da subjetividade na interpretação jurídica,2009,2010,PESQUISA,['Rachel Cecília de Oliveira Costa'],['SIM']
Crítica de arte e contemporaneidade a partir do trabalho de Mira Schendel,2015,2017,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Luisa de Godoy Alves']","['SIM', 'NAO']"
Arte contemporânea e miscigenação: as origens da cultura brasileira,2016,2017,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Luisa de Godoy Alves', 'Priscila Heeren', 'ERALDO LEANDRO DE MORAES JUNIOR']","['SIM', 'NAO', 'NAO', 'NAO']"
Grupo de pesquisa Teorias e Práticas Artísticas,2014,ATUAL,OUTRA,"['Rachel Cecília de Oliveira Costa', 'Celina Figueiredo Lage', 'Alexandre Rodrigues da Costa']","['NAO', 'NAO', 'SIM']"
A equivocidade da crítica: apontamentos sobre a relação entre crítica e arte na atualidade,2018,ATUAL,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Luiza Alcântara', 'Estandelau dos Passos', 'Laura Belisário de Almeida Camargo', 'Rizzia Soares Rocha']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Três questões sobre a arte contemporânea,2010,2014,PESQUISA,['Rachel Cecília de Oliveira Costa'],['SIM']
Imagem e Linguagem na pós-história de Vilém Flusser,2005,2009,PESQUISA,['Rachel Cecília de Oliveira Costa'],['SIM']
A equivocidade da crítica: apontamentos sobre a relação entre crítica e arte na atualidade,2019,2021,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Daiely da Silva Goncalves', 'Rebeca Miguel Amaral', 'Lara Carvalho Cipriano']","['SIM', 'NAO', 'NAO', 'NAO']"
Grupo de pesquisa Experiências Descoloniais: estudos e práticas,2020,ATUAL,OUTRA,"['Rachel Cecília de Oliveira Costa', 'Rizzia Soares Rocha']","['SIM', 'NAO']"
A experiência do &amp;quot;s&amp;quot; ou sobre como viver na diferença,2021,ATUAL,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Lara Carvalho Cipriano']","['SIM', 'NAO']"
Crítica da crítica: um diagnóstico acerca da experiência com a arte contemporânea.,2017,2019,PESQUISA,"['Rachel Cecília de Oliveira Costa', 'Ana Júlia Moreira']","['SIM', 'NAO']"
