INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Centro Educacional Anísio Teixeira,2003,04,04,04,,ENSINO-FUNDAMENTAL,['Artes cênicas']
Secretaria Municipal de Educação do Município do Rio de Janeiro,2003,07,07,07,,ENSINO-FUNDAMENTAL,['Artes cênicas']
Universidade Federal do Rio de Janeiro,2008,07,07,07,Artes Cênicas Com Habilitação em Direção Teatral,GRADUACAO,"['Ator I', 'Teoria do Drama', 'Teatro Musical']"
Universidade Federal de Uberlândia,2010,07,07,07,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Projeto Integrado de Práticas Educacionais (PIPE) IV', 'Oficina de montagem cênica II', 'Pedagogia do ator']"
Universidade Federal de Uberlândia,2010,12,12,12,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Tópicos Especiais em Técnicas Artísticas (TETA) - Teatro de Animação', 'Interpretação/Atuação II', 'Caracterização']"
Universidade Federal de Uberlândia,2011,07,07,07,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Oficina de Montagem II', 'Práticas Teatrais II']"
Universidade Federal de Uberlândia,2011,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['Defesa de Trabalho de Conclusão de Curso (TCC 2)', 'Oficina de Montagem Cênica I', 'Caracterização', 'Tópicos Especiais em Técnicas Artísticas: Teatro de Animação']"
Universidade Federal de Uberlândia,2012,07,07,07,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Caracterização', 'Defesa de Trabalho de Conclusão de Curso (TCC 2)', 'Elaboração de Trabalho de Conclusão de Curso (TCC 1)', 'Jogos Teatrais Aplicados à Cena', 'Oficina de Montagem Cênica II']"
Universidade Federal de Uberlândia,2012,07,07,07,Mestrado em Artes,POS-GRADUACAO,['Pesquisa em Artes']
Universidade Federal de Uberlândia,2012,04,04,04,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['Projeto Integrado em Práticas Educacionais (PIPE) 1', 'Projeto Integrado em Práticas Educacionais (PIPE) 5', 'Elaboração de Trabalho de Conclusão de Curso (TCC 1)']"
