INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado de Minas Gerais,2013,12,12,12,Artes Plásticas,GRADUACAO,['Estética II']
Universidade do Estado de Minas Gerais,2013,11,11,11,Design,POS-GRADUACAO,['Teoria do Design (professora convidada)']
Universidade do Estado de Minas Gerais,2013,,ATUAL,ATUAL,"Mediação em Arte, Cultura e Educação",ESPECIALIZACAO,"['Mediação, Crítica e Curadoria']"
Universidade do Estado de Minas Gerais,2013,12,12,12,Educação Artística,GRADUACAO,['Estética II']
Universidade do Estado de Minas Gerais,2013,,ATUAL,ATUAL,Artes Plásticas e Contemporaneidade,ESPECIALIZACAO,['Cultura e Contemporaneidade']
Universidade do Estado de Minas Gerais,2014,6,6,6,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2014,06,06,06,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2014,12,12,12,Artes Plásticas,GRADUACAO,['T[opicos em Arte Contemporänea II']
Universidade do Estado de Minas Gerais,2014,12,12,12,Artes Plásticas,GRADUACAO,['Curadoria e Arte Contemporänea']
Universidade do Estado de Minas Gerais,2014,10,10,10,Design,POS-GRADUACAO,['Teoria e Cultura do Design (professora convidada)']
Universidade do Estado de Minas Gerais,2014,11,11,11,Artes Plásticas e Contemporaneidade,ESPECIALIZACAO,['Cultura e Contemporaneidade']
Universidade do Estado de Minas Gerais,2014,,ATUAL,ATUAL,Artes,POS-GRADUACAO,['Curadoria']
Universidade do Estado de Minas Gerais,2015,11,11,11,Artes,POS-GRADUACAO,['Curadoria e Arte Contemporânea']
Universidade do Estado de Minas Gerais,2015,,ATUAL,ATUAL,Artes Plásticas,GRADUACAO,['Arte na Atualidade A']
Universidade do Estado de Minas Gerais,2015,11,11,11,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2016,06,06,06,Artes Plásticas,GRADUACAO,['Curadoria em Arte Contemporânea I']
Universidade do Estado de Minas Gerais,2016,12,12,12,Artes,POS-GRADUACAO,['Arte e Cultura Contemporânea']
Universidade do Estado de Minas Gerais,2016,12,12,12,Artes Plásticas,GRADUACAO,['Curadoria em Arte Contemporânea I']
Universidade do Estado de Minas Gerais,2018,07,07,07,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2018,07,07,07,Artes,POS-GRADUACAO,['Curadoria e Arte Contemporânea']
Universidade do Estado de Minas Gerais,2018,12,12,12,Artes Plásticas,GRADUACAO,"['Curadoria em Arte Contemporânea I noite', 'Curadoria em Arte Contemporânea I tarde']"
Universidade do Estado de Minas Gerais,2019,07,07,07,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2019,07,07,07,Artes,POS-GRADUACAO,['Escritos e Palavras de Artista']
Universidade do Estado de Minas Gerais,2019,12,12,12,Artes Plásticas,GRADUACAO,['Curadoria em Arte Contemporânea I']
Universidade do Estado de Minas Gerais,2020,,ATUAL,ATUAL,Artes Plásticas,GRADUACAO,['Curadoria em Arte Contemporânea I']
Universidade do Estado de Minas Gerais,2020,10,10,10,Artes Plásticas,GRADUACAO,['Teorias e Práticas Curatoriais']
Universidade do Estado de Minas Gerais,2020,10,10,10,Artes,POS-GRADUACAO,['Escritos e Palavras de Artsita']
Universidade do Estado de Minas Gerais,2020,,ATUAL,ATUAL,Artes Plásticas,GRADUACAO,['Curadoria em Arte Contemporânea I']
