ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
1482078430417061,Marília Nunes Silva,Silva,"NUNES, M.;SILVA, M. N.;NUNES-SILVA, M.;NUNES-SILVA, MARILIA;NUNES-SILVA, MARÍLIA",Petrópolis,RJ,"Doutora em Neurociências pela Universidade Federal de Minas Gerais (UFMG), Mestre em Psicologia do Desenvolvimento (UFMG/2010), Especialista em Arteterapia pela Faculdade Vicentina (FAVI), possui graduação em Música (Flauta doce) pela Universidade do Estado de Minas Gerais (UEMG/2005) e graduação em Psicologia pela UFMG (2007). Tem experiência na área de Psicologia, com ênfase em Neuropsicologia, Psicologia e Educação e Psicometria, e na área de Música, com ênfase em performance em música barroca (Flauta doce e canto). Atuou como professora designada de Neuropsicologia, Psicodiagnóstico infantil e Psicologia da Educação no curso de Psicologia da Universidade do Estado de Minas Gerais (UEMG), campus Divinópolis, e de metodologia de ensino e flauta doce nos cursos de Licenciatura, Bacharelado e musicalização infantil na Escola de Música (ESMU) da UEMG. Atualmente é professora efetiva da ESMU/UEMG, ministrando Psicologia e Educação, Flauta doce como instrumento musicalizador, Prática musical em conjunto e Práticas em Pesquisa (TCC); e professora do Programa de Pós-graduação em Artes da UEMG, ministrando disciplinas sobre a relação entre Artes e Neurociências.Tem como principal área de pesquisa a Neuropsicologia da Música, desenvolvendo trabalhos sobre: Processamento cognitivo musical; Amusias; Avaliação neuropsicológica das habilidades musicais; Processamento musical na Síndrome de Williams; Música e relaxamento; Relações entre o processamento numérico e musical; Modularidade do processamento cognitivo musical; Percepção musical e transtornos de aprendizagem e; Memória e emoções musicais.",08-07-2022,,https://orcid.org/0000-0003-1329-2682
