TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Pequena história das transcrições musicais (São Paulo: Polifonia),1998,,Português,Polifonia,XX,-,['Fausto Borém'],['1'],['1'],-99
Lucípherez de Eduardo Bértola: a colaboração compositor-performer e a escrita idiomática para contrabaixo (Montevidéu: Latinoamerica),2004,,Português,Latinoamerica,XX,-,['Fausto Borém'],['1'],['1'],-99
O Ensino da performance musical na universidade brasileira (Rio de Janeiro: Pesquisa em Música),1997,,Português,Pesquisa e Música,XX,-,['Fausto Borém'],['1'],['1'],-99
A Brief history of double bass transcriptions (Dallas: International Society of Bassists),1996,,Inglês,"Bass World, The Journal of the International Double Bass Society",XX,0892-0532,['Fausto Borém'],['1'],['1'],-99
"A Sonata Op.21 de Henrique Oswald: ciclicismo pioneiro, coerência intervalar e simetria (São Paulo: Cadernos de Estudo - Análise Musical)",1996,,Português,Cadernos de Estudo. Análise Musical,XX,0103-4804,['Fausto Borém'],['1'],['1'],-99
Henrique Oswald: a biography of a forgotten brazilian master (Londres: The Music Review),1994,,Inglês,Latin American Music Review,C,0163-0350,['Fausto Borém'],['1'],['1'],-99
O Nacional e o estrangeiro no Quarteto de Cordas Op.10 de Debussy (Belo Horizonte: Música Hoje),1995,,Português,Musicahoje,XX,0104-5423,['Fausto Borém'],['1'],['1'],-99
Improvisação na música de Bach (São Paulo: Associação Brasileira de Contrabaixistas),1993,,Português,Revista da Associação Brasileira de  Contrabaixistas,XX,-,['Fausto Borém'],['1'],['1'],-99
Improvisatory styles in the music of Bach (Dallas: International Society of Bassists),1992,,Inglês,International Society of Bassists,XX,0892-0532,['Fausto Borém'],['1'],['1'],-99
Perfect partners: a composer-performer collaboration in Brazil (Londres: Strad),1999,,Inglês,Double Bassist,XX,-,['Fausto Borém'],['1'],['1'],-99
A Sinfonia Fantástica de Berlioz: polêmica em torno de uma orquestração revolucionária (Belo Horizonte: Música Hoje),1999,,Português,Música Hoje,XX,-,['Fausto Borém'],['1'],['1'],-99
Duo Concertant Danger Man de Lewis Nielson: aspectos da escrita idiomática para contrabaixo (Belo Horizonte: Per Musi),2000,,Português,Per Musi (UFMG),C,1517-7599,['Fausto Borém'],['1'],['1'],-99
"Metodologias de Pesquisa em Performance Musical no Brasil: Tendências, Alternativas e Relatos de Experiência (Campinas: Cadernos da Pós-Graduação)",2001,,Português,Cadernos de Pós-Graduação,XX,1516-0793,['Fausto Borém'],['1'],['1'],-99
