TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Tradução e validação de conteúdo de uma bateria de testes para avaliação de Amusia,2010,,Português,Avaliação Psicológica (Impresso),XX,1677-0471,"['Marília Nunes Silva', 'Cybelle Maria Veiga Loureiro', 'Maurício Alves Loureiro', 'Vitor Geraldi Haase']","['1', '2', '3', '4']",['1'],-99
"Montreal Battery of Evaluation of Amusia: Validity evidence and norms for adolescents in Belo Horizonte, Minas Gerais, Brazil",2012,10.1590/S1980-57642012DN06040008,Inglês,Dementia &amp; Neuropsychologia,B3,1980-5764,"['Marília Nunes Silva', 'Vitor Geraldi Haase']","['1', '2']",['1'],-99
Amusias and modularity of musical cognitive processing,2013,10.3922/j.psns.2013.1.08,Inglês,Psychology &amp; Neuroscience (Impresso),XX,1984-3054,"['Marília Nunes Silva', 'Vitor Geraldi Haase']","['1', '2']",['1'],-99
Meta-analytic evidence for the non-modularity of pitch processing in congenital amusia,2015,10.1016/j.cortex.2015.05.002,Inglês,Cortex (Milano. Testo stampato),A1,0010-9452,"['VUVAN, DOMINIQUE T.', 'Marília Nunes Silva', 'PERETZ, ISABELLE']","['1', '2', '3']",['2'],-99
Examining pitch and numerical magnitude processing in congenital amusia: A quasi-experimental pilot study,2016,10.1080/13803395.2016.1144714,Inglês,"Neuropsychology, Development, and Cognition. Section A, Journal of Clinical and Experimental Neuropsychology",A3,1380-3395,"['Marília Nunes Silva', 'MOURA, RICARDO', 'LOPES-SILVA, JÚLIA BEATRIZ', 'HAASE, VITOR GERALDI']","['1', '2', '3', '4']",['1'],1.994
Avaliação de Músicas Compostas para Indução de Relaxamento e de seus Efeitos Psicológicos,2016,10.1590/1982-3703001672014,Inglês,Psicologia: Ciência e Profissão (Online),A2,1982-3703,"['Marília Nunes Silva', 'VALADARES, ANA CAROLINA DUARTE', 'ROSA, GERLAINE TEIXEIRA', 'LOPES, LILIANE CRISTINA MOREIRA', 'MARRA, CÉLIA AUXILIADORA DOS SANTOS']","['1', '2', '3', '4', '5']",['1'],-99
A cognição musical em adolescentes com Síndrome de Williams: Análise de uma série de casos clínicos,2017,,Português,PERCEPTA - REVISTA DE COGNIÇÃO MUSICAL,B2,2318-891X,"['Marília Nunes Silva', 'Pedro Henrique Santos Abreu', 'Flávia Neves Almeida', 'Vitor Geraldi Haase']","['1', '2', '3', '4']",['1'],-99
Breaking down the musician?s minds: How small changes in the musical instrument can impair your musical performance,2021,10.1080/09298215.2021.1973511,Inglês,JOURNAL OF NEW MUSIC RESEARCH,A1,0929-8215,"['NAVEDA, LUIZ', 'Marília Nunes Silva']","['1', '2']",['2'],-99
Sensory feedback in music performer-instrument interactions,2021,10.1177/0305735620928397,Inglês,Psychology Of Music,XX,1741-3087,"['Marília Nunes Silva', 'JANZEN, THENILLE BRAUN', 'RODRIGUES, RICARDO GOMES', 'LUZ, ANA RAÍSSA DA']","['1', '2', '3', '4']",['1'],1.381
A música para indução de relaxamento na Terapia de Integração Pessoal pela Abordagem Direta do Inconsciente - ADI/TIP,2012,10.4013/ctc.2012.52.03,Português,Contextos Clínicos,A4,1983-3482,"['Marília Nunes Silva', 'Liliane Cristina Moreira', 'Gisela Renate Jost de Moraes', 'Gerlaine Teixeira Rosa', 'Celia Auxiliadora dos Santos Marra']","['1', '2', '3', '4', '5']",['1'],-99
