INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Minas Gerais,1996,12,12,12,,GRADUACAO,"['Violino II', 'Violino IV']"
Universidade Federal de Minas Gerais,1996,7,7,7,,GRADUACAO,"['Violino I', 'Violino III']"
Universidade Federal de Minas Gerais,1997,12,12,12,,GRADUACAO,"['Violino II', 'Violino IV', 'Violino V', 'Violino VI']"
Universidade Federal de Minas Gerais,1997,7,7,7,,GRADUACAO,"['Violino I', 'Violino III', 'Violino V']"
Universidade Federal de Minas Gerais,1998,12,12,12,,GRADUACAO,"['Violino II', 'Violino IV', 'Violino VI']"
Universidade Federal de Minas Gerais,1998,7,7,7,,GRADUACAO,"['Violino I', 'Violino III', 'Violino V']"
Universidade Federal de Minas Gerais,1999,8,8,8,,GRADUACAO,"['Violino I', 'Violino III', 'Violino V']"
Universidade Federal de Minas Gerais,1999,12,12,12,,GRADUACAO,"['Violino II', 'Violino IV', 'Violino VI']"
Universidade Federal de Minas Gerais,1999,12,12,12,Música,POS-GRADUACAO,['Violino I']
Universidade Federal de Minas Gerais,2000,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Violino I', 'Violino II']"
Universidade Federal de Minas Gerais,2000,,ATUAL,ATUAL,,GRADUACAO,"['Violino I', 'ViolinoIII', 'ViolinoV', 'ViolinoVi', 'Violino VII']"
Universidade Federal de Minas Gerais,2001,,ATUAL,ATUAL,Musica,GRADUACAO,"['Oficina de Performance', 'Violino']"
Universidade Federal de Minas Gerais,2001,06,06,06,Música,POS-GRADUACAO,['Literatura do Violino']
Universidade Federal de Minas Gerais,2002,06,06,06,Música,POS-GRADUACAO,['Pedagogia de Cordas']
Universidade Federal de Minas Gerais,2003,01,01,01,Música,POS-GRADUACAO,['Música de Câmara']
Universidade Federal de Minas Gerais,2003,,ATUAL,ATUAL,Musica,GRADUACAO,['Didática do Instrumento - Cordas']
Universidade Federal de Minas Gerais,2004,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Prática Instrumental IV', 'Prática Instrumental III', 'Prática Instrumental II', 'Prática Instrumental I']"
Universidade Federal de Minas Gerais,2005,,ATUAL,ATUAL,Música,POS-GRADUACAO,['Seminário de Pesquisa']
