INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal do Tocantins,2020,05,05,05,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais I - 60 horas']
Universidade Federal do Tocantins,2020,12,12,12,Mestrado Profissional em Educação,POS-GRADUACAO,['Construção Social da Linguagem e Letramento - 60 horas']
Universidade Federal do Tocantins,2021,12,12,12,Especialização em Educação Infantil,ESPECIALIZACAO,['Experiências em Arte na Educação Infantil - 45h']
Universidade Federal do Tocantins,2021,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais II - 60 horas']
Universidade Federal do Tocantins,2021,12,12,12,Mestrado Profissional em Educação,POS-GRADUACAO,['Construção Social da Linguagem e Letramento - 60 horas']
Universidade Federal do Tocantins,2021,09,09,09,Especialização em Educação Infantil,ESPECIALIZACAO,['Midias e Letramento Digital na Educação Infantil - 30 horas']
Universidade Federal do Tocantins,2021,08,08,08,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['História em Quadrinhos - 60 horas']
Universidade Federal do Tocantins,2021,08,08,08,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Iniciação Científica - 60 horas']
Universidade Federal de Uberlândia,2021,07,07,07,Mestrado Profissional em Artes,POS-GRADUACAO,['Poéticas e Processos da Criação em Artes - 60 horas']
Universidade Federal do Tocantins,2021,08,08,08,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,"['Seminário Integrado de Ensino, Pesquisa e Extensão V - 30 horas']"
Universidade Federal de Uberlândia,2022,,ATUAL,ATUAL,Mestrado Profissional em Artes,POS-GRADUACAO,['Experiência Artística e Prática do Ensino de Artes na Escola - 60 horas']
Universidade Federal do Tocantins,2022,,ATUAL,ATUAL,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais I - 60 horas']
Universidade Federal do Tocantins,2022,,ATUAL,ATUAL,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Estágio Curricular Supervisionado II - 90 horas']
