INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Escola Estadual Prof. Nelson Cupertino,2011,,ATUAL,ATUAL,,ENSINO-FUNDAMENTAL,['Artes - Educação Artistica']
Escola Estadual Amador Naves,2011,,ATUAL,ATUAL,,ENSINO-FUNDAMENTAL,['Artes - Educação Artistica']
Escola Municipal Professora Olga Del Fávero,2011,,ATUAL,ATUAL,,ENSINO-FUNDAMENTAL,['Artes - Educação Artistica']
Escola Municipal Professor Sergio de Oliveira Marquez,2011,,ATUAL,ATUAL,,ENSINO-FUNDAMENTAL,['Artes - Educação Artistica']
Universidade Federal do Tocantins,2016,02,02,02,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Seminário Integrador VI - 30 horas']
Universidade Federal do Tocantins,2016,02,02,02,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['História em Quadrinhos - 60 horas']
Universidade Federal do Tocantins,2016,02,02,02,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Estágio Curricular Supervisionado II - 90 horas']
Universidade Federal do Tocantins,2016,02,02,02,Pedagogia,GRADUACAO,['Arte e Educação - 60 Horas']
Universidade Federal do Tocantins,2016,08,08,08,Educação do Campo,GRADUACAO,['Estágio Supervisionado I - 60 horas']
Universidade Federal do Tocantins,2016,02,02,02,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais II - 60 horas']
Universidade Federal do Tocantins,2016,08,08,08,Educação do Campo,GRADUACAO,['Laboratório de Artes Visuais I - 60 horas']
Universidade Federal do Tocantins,2016,08,08,08,Educação do Campo,GRADUACAO,['Metodologia Científica - 60 horas']
Universidade Federal do Tocantins,2016,08,08,08,Educação do Campo,GRADUACAO,['Seminário Integrador III - 30 horas']
Universidade Federal do Tocantins,2017,12,12,12,Pedagogia,GRADUACAO,['Literatura Infanto-Juvenil - 60 horas']
Universidade Federal do Tocantins,2017,07,07,07,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais I - 60 Horas']
Universidade Federal do Tocantins,2017,07,07,07,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Estágio Curricular Supervisionado III - 120 Horas']
Universidade Federal do Tocantins,2017,07,07,07,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['TCC (Trabalho de Conclusão de Curso) - 60 Horas']
Universidade Federal do Tocantins,2017,07,07,07,Pedagogia,GRADUACAO,['Arte e Educação - 60 Horas']
Universidade Federal do Tocantins,2017,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais II - 60 Horas']
Universidade Federal do Tocantins,2017,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Estágio Curricular Supervisionado IV - 135 Horas']
Universidade Federal do Tocantins,2017,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Trabalho de Conclusão de Curso de Graduação - TCC 2 - 60 Horas']
Universidade Federal do Tocantins,2018,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais II - 60 horas']
Universidade Federal do Tocantins,2018,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['História em Quadrinhos - 60 horas']
Universidade Federal do Tocantins,2018,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Seminário Integrador V - 30 horas']
Universidade Federal do Tocantins,2018,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Trabalho de Conclusão de Curso I - 45 horas']
Universidade Federal do Tocantins,2018,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais I - 60 horas']
Universidade Federal do Tocantins,2019,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais II - 60 Horas']
Universidade Federal do Tocantins,2019,09,09,09,Especialização em Gestão e Organização do Trabalho Escolar,ESPECIALIZACAO,['Metodologia de Pesquisa I - 30 Horas']
Universidade Federal do Tocantins,2019,12,12,12,Especialização em Docência na Educação Infantil,ESPECIALIZACAO,['Trabalho de Conclusão de Curso - TCC - 60 Horas (EaD)']
Universidade Federal do Tocantins,2019,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['História em Quadrinhos - 60 Horas']
Universidade Federal do Tocantins,2019,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Trabalho de Conclusão de Curso I - 45 horas']
Universidade Federal de Uberlândia,2019,12,12,12,Docência na Educação Infantil,ESPECIALIZACAO,['Trabalho de Conclusão de Curso (TCC) - EaD']
Universidade Federal do Tocantins,2019,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Fundamentos do Ensino e Aprendizagem em Artes Visuais - 60 horas']
Universidade Federal do Tocantins,2019,06,06,06,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Laboratório de Artes Visuais I - 60 horas']
Universidade Federal do Tocantins,2020,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Estágio Curricular Supervisionado III  - 120 horas']
Universidade Federal do Tocantins,2020,12,12,12,Educação do Campo com Habilitação em Artes e Música,GRADUACAO,['Seminário de Pesquisa I - 60 horas']
