COURSE,YEAR,INTEGRANTES
Oficina de expressão plástica e expressão teatral,1990,['Marina Marcondes Machado']
O brinquedo-sucata,1991,['Marina Marcondes Machado']
"Brincar, imaginar, teatralizar",2011,['Marina Marcondes Machado']
A cena em sonhos: exercícios de transposição teatral,2013,['Marina Marcondes Machado']
"Teatralidades, Arte e Vida: Educação Estética nos primeiros anos de existência",2013,['Marina Marcondes Machado']
Linguagem Corporal: Teatro,2013,['Marina Marcondes Machado']
"Arte, Fenomenologia e Infância",2013,['Marina Marcondes Machado']
Teatralidades na Pequena Infância,2013,['Marina Marcondes Machado']
"Arte, fenomenologia e infância: breve introdução à noção de criança performer",2014,['Marina Marcondes Machado']
Dramaturgias do Espaço e a Criança Performer,2014,['Marina Marcondes Machado']
Etnografia e artes da cena: o diário de bordo,2014,['Marina Marcondes Machado']
Rumo a possíveis dramaturgias do espaço,2015,['Marina Marcondes Machado']
Fenomenologia de Merleau-Ponty e suas relações com a pesquisa em artes,2015,['Marina Marcondes Machado']
Infâncias,2015,['Marina Marcondes Machado']
Um cemitério vivo: memórias de infância em espiral para reativar a experiência estética,2015,['Marina Marcondes Machado']
Mapeie-se! Mapas de si como experiência imaginativa,2016,['Marina Marcondes Machado']
"Curso de Sensibilização e Construção com Sucatas de madeira, tecido, lata e papel",1990,['Marina Marcondes Machado']
"Mapa, espirais e rodamoinhos",2016,['Marina Marcondes Machado']
O Brinquedo-Sucata,1990,['Marina Marcondes Machado']
Oficina de Sucatas com Adolescentes,1988,['Marina Marcondes Machado']
Oficina do Pé-Descalço,1988,['Marina Marcondes Machado']
"Arte, fenomenologia e infância: uma via menos percorrida",2017,['Marina Marcondes Machado']
Oficina de Sucatas,1987,['Marina Marcondes Machado']
Sucata,1987,['Marina Marcondes Machado']
Oficina de Sensibilização,1987,['Marina Marcondes Machado']
Pequenas Dramaturgias,2019,['Marina Marcondes Machado']
Intervenção Precoce - o papel do brinquedo,1999,['Marina Marcondes Machado']
Tempo/Espaço do Brincar,2001,['Marina Marcondes Machado']
Psicologia de Winnicott,2001,['Marina Marcondes Machado']
Educação Física na Primeira Infância: o brinquedo e o brincar,1999,['Marina Marcondes Machado']
O ensino e aprendizado na fenomenologia,2004,['Marina Marcondes Machado']
Psicologia do Desenvolvimento Humano: uma compreensão fenomenológica,2005,['Marina Marcondes Machado']
Oficina do Brinquedo-Sucata,1993,['Marina Marcondes Machado']
Arte-Educação na Pré-Escola,1989,['Marina Marcondes Machado']
Oficina de Brinquedos e Brincadeiras Infantis,1991,['Marina Marcondes Machado']
Oficina do Brinquedo Sucata,1990,['Marina Marcondes Machado']
Metadidática na sala de Artes/ Esse conhecimento que não conhece a si mesmo,1997,['Marina Marcondes Machado']
Brincar é fazer arte/ Atividade Lúdica como Experiência Estética,1996,['Marina Marcondes Machado']
Oficina de Brinquedo,1996,['Marina Marcondes Machado']
Caminhar por uma via menos percorrida,2017,['Marina Marcondes Machado']
