PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Saberes, Conhecimentos, Práticas e Metodologias do ensino de Música para Jovens em Espaços Formais e Não Formais: Aproximações da produção acadêmica brasileira de Educação Musical.",2012,2013,PESQUISA,"['Helena Lopes da Silva', 'Vanessa Regina Eleutério Miranda', 'Caroline Francisco Magalhães dos Santos', 'Gustavo Moreira Silveira']","['SIM', 'NAO', 'NAO', 'NAO']"
Subprojeto Música: Habilitação Instrumento ou Canto PIBID UEMG CAPES,2012,2015,OUTRA,"['Helena Lopes da Silva', 'Fernando Macedo Rodrigues', 'Luiz Bavaresco Naveda']","['SIM', 'NAO', 'NAO']"
ARTE NA EDUCAC&amp;#807;A&amp;#771;O BA&amp;#769;SICA: uma proposta de interca&amp;#770;mbio acade&amp;#770;mico entre Brasil e Cabo Verde,2014,2014,OUTRA,"['Helena Lopes da Silva', 'José Eustáquio de Brito', 'Rosvita Kolb Bernardes', 'Nareida Patrícia do Rosário Lima', 'Osmar Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"A mediação da escuta musical nos Anos Finais do Ensino Fundamental, Ensino Médio e EJA: Uma proposta para a formação pedagógica e musical dos professores e alunos das escolas públicas de Belo Horizonte, MG.",2015,2015,EXTENSAO,"['Helena Lopes da Silva', 'Cibele Lauria Silva', 'Aline Nunes Carneiro', 'Gislene Marino Costa', 'Sônia Assis', 'Vanessa Regina Eleutério Miranda', 'Gláucia Borges', 'Fernando Macedo Rodrigues', 'Cenira Schreiber', 'RÉGIS LUÍS DE CARVALHO SILVA', 'Lucas Roberto de Souza Sodré']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
A ESCUTA MUSICAL COMO PROPOSTA METODOLÓGICA PARA O ENSINO DE MÚSICA DO ENSINO MÉDIO: DOIS ESTUDOS DE CASO,2015,2016,PESQUISA,"['Helena Lopes da Silva', 'Aline Nunes Carneiro', 'Davi Alves de Sousa']","['SIM', 'NAO', 'NAO']"
"A mediação da escuta musical como proposta metodológica para a aula de música nos Anos Finais do Ensino Fundamental: Estruturação, aplicação e análise em duas escolas públicas de Belo Horizonte, MG.",2015,2016,PESQUISA,"['Helena Lopes da Silva', 'Aline Nunes Carneiro', 'Vinícius Robert dos Santos', 'Carlos Wagner Santos Lima']","['SIM', 'NAO', 'NAO', 'NAO']"
Ver e ouvir música: Um estudo sobre a escuta musical a partir de uma perspectiva interartes,2016,2018,PESQUISA,"['Helena Lopes da Silva', 'Guilherme Augusto Castro', 'Tauini Mauê Santos Rosa', 'Dafne Kontoyannopoulos', 'Renata Cicarini']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Escutas mediadas e ampliadas: Um estudo para o desenvolvimento de propostas metodológicas para a educação musical no ensino médio.,2015,2017,PESQUISA,"['Helena Lopes da Silva', 'RÉGIS LUÍS DE CARVALHO SILVA', 'Lucas Roberto de Souza Sodré', 'Guilherme Augusto Castro', 'Renata Cicarini', 'Islei Hammer']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
ESCUTAS MEDIADAS E AMPLIADAS NAS AULAS DE MÚSICA DO ENSINO MÉDIO:  DIÁLOGOS ENTRE MURRAY SCHAFER E LUCIANO BERIO,2014,2015,PESQUISA,"['Helena Lopes da Silva', 'Aline Nunes Carneiro', 'Gislene Marino Costa', 'Vanessa Regina Eleutério Miranda', 'Rogério Vasconcelos Barbosa', 'Davi Alves de Sousa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Mu&amp;#769;sica na educac&amp;#807;a&amp;#771;o de jovens e adultos: Uma ac&amp;#807;a&amp;#771;o para a formac&amp;#807;a&amp;#771;o de professores e alunos das Escolas Estaduais de Belo Horizonte,2016,2016,EXTENSAO,"['Helena Lopes da Silva', 'Cibele Lauria Silva', 'Aline Nunes Carneiro', 'Vanessa Regina Eleutério Miranda', 'Gláucia Borges', 'Fernando Macedo Rodrigues', 'RÉGIS LUÍS DE CARVALHO SILVA', 'Lucas Roberto de Souza Sodré', 'Adrielle Moreira', 'Jordana da Veiga', 'Raíssa Moura Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
