TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
A curadoria de arte no ciberespaço: conceitos presentes na construção de um museu virtual,2016,Português,Prospectiva,"['Celina Figueiredo Lage', 'Jade Liz França']","['1', '2']",['1']
Poética Curatorial do novo Museu da Acrópole de Atenas,2015,Português,Fundação Municipal de Cultura,['Celina Figueiredo Lage'],['1'],['1']
A curadoria do Museu da Acrópole e o futuro das Esculturas do Partenon,2016,Bretão,Relicário,['Celina Figueiredo Lage'],['1'],['1']
O papel do Curador de Arte na Cibercultura: projetando um museu virtual,2016,Português,Prospectiva,['Celina Figueiredo Lage'],['1'],['1']
"Arte, memória e poética museal",2016,Português,Prospectiva,"['Celina Figueiredo Lage', 'Luana Stephanie Costa']","['1', '2']",['1']
As bordas das imagens: Uma reflexão sobre o enquadramento a partir da fotografia de Louise Lawler,2017,Bretão,Editora UEMG,"['Celina Figueiredo Lage', 'Amanda Alves Neves']","['1', '2']",['1']
Experimentalismo e inovação na curadoria do livro de artista digital,2017,Português,EdUEMG,"['Celina Figueiredo Lage', 'Izabela Marcolino Carvalho Costa']","['1', '2']",['1']
Considerações sobre instalação multimídia baseada no Tereu de Sófocles: tradução intersemiótica e memória cultural,2017,Português,Relicario,['Celina Figueiredo Lage'],['1'],['1']
A maldição de Minerva: Lorde Byron e as Esculturas do Partenon,2017,Português,ABRE ? Associação Brasileira de Estética,['Celina Figueiredo Lage'],['1'],['1']
In defence of the union of what has been smashed into pieces: philosophical arguments for the reunification of the Parthenon Sculptures,2020,Português,Melissa Books,"['Celina Figueiredo Lage', 'Imaculada Kangussu']","['1', '2']",['1']
Ad Infinitum/Adagio,2020,Português,Editora UFMG,"['Celina Figueiredo Lage', 'andrea casa nova', 'Alton Krenak', 'Nuno Ramos', 'x laerte', 'Vera Casa Nova']","['1', '2', '3', '4', '5', '6']",['1']
