ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9231522389312679,Daniel Luís Barreiro,Barreiro,"BARREIRO, D. L.;Barreiro, Daniel L.",São Carlos,SP,"Realizou Pós-Doutorado em Música Eletroacústica na University of Manchester (Inglaterra, 2013-2014) e Pós-Doutorado em Ciência da Computação na USP (2008), ambos com bolsa do CNPq. É Doutor em Composição Musical pela University of Birmingham (Inglaterra, 2003-2007, com bolsa CAPES), Mestre em Comunicação e Semiótica pela PUC/SP (1999-2000, com bolsa FAPESP) e Bacharel em Música - Composição e Regência pela UNESP (1992-1997). Também foi bolsista de Iniciação Científica da FAPESP (1994-1996) e do PIBIC/CNPq/UNESP (1997). Suas pesquisas estão centradas principalmente nos seguintes temas: música contemporânea, música eletroacústica, espacialidade na música eletroacústica, tempo musical e análise musical. Sua produção composicional inclui obras eletroacústicas acusmáticas em stereo, oito e 24 canais, obras mistas (para instrumentos e sons eletroacústicos/interação sonora em tempo-real), sound design para instalações de arte interativa e trilhas-sonoras para curtas-metragens e vídeos. Obteve reconhecimento em prestigiosos concursos internacionais de composição, tais como Bourges (Prêmio e Menção Honrosa,  em 2006; e Seleção - Categoria Residence, em 2005), Metamorphoses (Primeiro Prêmio Ex-Aequo, em 2006), e CIMESP (Finalista, em 2005). Tem obras incluídas nos CDs: &amp;quot;Concours de Composition Acousmatique Metamorphoses 2006&amp;quot;, lançado na Bélgica; &amp;quot;Cultures Electroniques 19&amp;quot;, lançado na França;  &amp;quot;Electro-acústico&amp;quot; (de Iracema de Andrade), lançado no México; e &amp;quot;Névoas &amp; Cristais: músicas brasileiras para percussão e eletrônicos em tempo real&amp;quot; (de Cesar Traldi), lançado no Brasil. Suas obras foram apresentadas em importantes festivais, conferências e concertos em diferentes países como Alemanha, Austrália, Bélgica, Brasil, Canadá, Colômbia, Dinamarca, Espanha, Estados Unidos, França, Grécia, Inglaterra, Irlanda do Norte, Itália, México, Suíça e Suécia. Recebeu o Prêmio de Melhor Artigo Musical de estudante no XI Simpósio Brasileiro de Computação Musical (SBCM'2007) da Sociedade Brasileira de Computação. Cursou disciplinas, cursos e workshops ministrados por Sérgio Freitas (1991), Flo Menezes (1992-1998), Hans Joachim Koellreutter (1993-1995), Edson Zampronha (1996-2000), Graciela Paraskevaidis (1996), Hans Tutschku (1997, 2003 e 2006), Sílvio Ferraz (1999-2000), Erik Oña (2003), Jonty Harrison (2003-2007), Scott Wilson (2004), Bernard Parmegiani (2004), Miller Puckette, Richard Dudas e David Zicarelli (2005), entre outros. Atualmente é Docente da Universidade Federal de Uberlândia (MG), onde atua na Graduação e no Programa de Pós-Graduação em Música, além de ser membro do Núcleo de Música e Tecnologia (NUMUT).",09-06-2022,Universidade Federal de Uberlândia,
