PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
A Música como recurso terapêutico em hospitais,2007,2007,EXTENSAO,"['Marília Nunes Silva', 'Alzira Maria Carvalho Lima']","['SIM', 'NAO']"
Investigação da relação entre o processamento de magnitudes nos domínios da cognição numérica e da cognição musical,2011,2015,PESQUISA,"['Marília Nunes Silva', 'Vitor Geraldi Haase', 'Pedro Henrique Santos Abreu', 'Leonardo Araújo Alves']","['NAO', 'SIM', 'NAO', 'NAO']"
Adaptação de uma Bateria de Testes para Avaliação de Amusia para uso com Adolescentes no Brasil,2008,2010,PESQUISA,"['Marília Nunes Silva', 'Vitor Geraldi Haase', 'Cybelle Maria Veiga Loureiro', 'Maurício Alves Loureiro']","['NAO', 'SIM', 'NAO', 'NAO']"
Avaliação de músicas compostas para indução de relaxamento e de seus efeitos psicológicos,2010,2016,PESQUISA,"['Marília Nunes Silva', 'Liliane Cristina Moreira']","['SIM', 'NAO']"
Avaliação do perfil neuropsicológico de percepção e memória musical de crianças e adolescentes com transtorno de déficit de atenção e hiperatividade.,2015,2016,PESQUISA,"['Marília Nunes Silva', 'Ronaldo Santhiago Bonfim de Souza', 'Marilene Tavares Cortez', 'Aline Aparecida Rocha Caetano', 'Thayna Luiza de Araújo Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Curso de Musicalização Infantil - UEMG,2015,2016,EXTENSAO,"['Marília Nunes Silva', 'Aline Azevedo Costa']","['NAO', 'SIM']"
O efeito da valência e excitabilidade emocional sobre a memória musical,2018,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Luiz Alberto Bavaresco de Naveda', 'Ricardo Gomes Rodrigues', 'Ana Raissa da Luz']","['SIM', 'NAO', 'NAO', 'NAO']"
Agora Música!,2018,2018,EXTENSAO,"['Marília Nunes Silva', 'Stanley Levi Nazareno Fernandes']","['NAO', 'SIM']"
Estímulos musicais para avaliação das emoções,2018,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Luiz Alberto Bavaresco de Naveda', 'Ricardo Gomes Rodrigues', 'Ana Raissa da Luz', 'Guilherme Francisco Furtado Bragança']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Avaliação da percepção e memória musical em crianças e adolescentes com Síndrome de Williams,2013,2017,PESQUISA,"['Marília Nunes Silva', 'Vitor Geraldi Haase', 'Pedro Henrique Santos Abreu', 'Flávia Neves Almeida']","['NAO', 'SIM', 'NAO', 'NAO']"
A relação entre o músico e seu instrumento: Avaliação neurofisiológica e motora em condições de performance habituais e alteradas,2019,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Luiz Alberto Bavaresco de Naveda', 'Ricardo Gomes Rodrigues', 'Ana Raissa da Luz']","['SIM', 'NAO', 'NAO', 'NAO']"
Avaliação da cognição musical,2015,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Ricardo Gomes Rodrigues', 'Ana Raissa da Luz', 'Gleidiane Salomé de Souza Oliveira']","['SIM', 'NAO', 'NAO', 'NAO']"
Cognição e Mediação: A influência do priming semântico sobre a percepção de uma pintura,2020,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Letícia Reis Arrighi Cerqueira', 'Giovane da Silva Diniz', 'Mirella SPINELLI']","['SIM', 'NAO', 'NAO', 'NAO']"
Música e matemática: Aprendizagem combinatória,2021,ATUAL,EXTENSAO,"['Marília Nunes Silva', 'Fernanda Rocha', 'Marcela Marques Rodrigues', 'Aline Starling', 'Katia Simone Bennedetti', 'Eurika Jansen van Vuuren', 'Annemarie Fritz Stratmann', 'Guilherme Augusto Soares de Castro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Ciência da arte: contribuições das ciências cognitivas, estudos sobre o movimento humano e historiografia para o campo das artes",2021,ATUAL,PESQUISA,"['Marília Nunes Silva', 'Luiz Alberto Bavaresco de Naveda', 'Loque Arcanjo']","['NAO', 'SIM', 'NAO']"
