INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Pontifícia Universidade Católica de São Paulo,2000,11,11,11,Comunicação e Semiótica,POS-GRADUACAO,['Introdução as Ciências Cognitivas (O corpo como mídia do conhecimento)']
Pontifícia Universidade Católica de São Paulo,2002,6,6,6,Midias Digitais,GRADUACAO,['Filosofia da Linguagem e Semiótica I']
Pontifícia Universidade Católica de São Paulo,2002,12,12,12,Midias Digitais,GRADUACAO,"['Epistemologia, novas tecnologias e criatividade II']"
Pontifícia Universidade Católica de São Paulo,2002,12,12,12,Midias Digitais,GRADUACAO,['Filosofia da Linguagem e Semiótica II']
Pontifícia Universidade Católica de São Paulo,2003,6,6,6,Letras,GRADUACAO,['Estudos de sistemas de representação']
Pontifícia Universidade Católica de São Paulo,2003,6,6,6,Midias Digitais,GRADUACAO,['Seminário Aplicado (Artes e Tecnologia)']
Pontifícia Universidade Católica de São Paulo,2003,5,5,5,Midias Digitais,ESPECIALIZACAO,['Desenvolvimento de projetos e metodologia científica']
Universidade Federal da Bahia,2005,04,04,04,"Ensino, Filosofia e História das Ciências",POS-GRADUACAO,['Introduçao a Biossemiótica e algumas aplicaçoes']
Universidade Estadual de Campinas,2006,06,06,06,Engenharia Elétrica,POS-GRADUACAO,['IA 718 - Tópicos em Sistemas Inteligentes']
Universidade Federal da Bahia,2007,06,06,06,Letras e Lingüística,POS-GRADUACAO,['Estudos de Narrativas ? Semiótica da Literatura']
Universidade de la  Republica do Uruguai,2009,05,05,05,Posgrado en Traducion,POS-GRADUACAO,['Introducion a Semiotica']
Universidade Federal de Juiz de Fora,2009,,ATUAL,ATUAL,Artes e Design,GRADUACAO,"['ART178 - A - SEMIÓTICA DA IMAGEM (2009/1)', 'ART178 - A - SEMIÓTICA DA IMAGEM (2014/1)', 'ART185 - A - SEMINÁRIO DE ATUALIDADE CULTURAL IV (2012/1)', 'ART204 - A - INTEGRAÇÃO CRÍTICA DAS ARTES (2009/1)', 'ART205 - B - METODOLOGIA DA PESQUISA (2019/1)', 'ART393 - A - SEMINÁRIOS DE TEMAS TRANSVERSAIS (2020/1)', 'ART181 - A - SEMIÓTICA DO  DESIGN']"
Universidade Federal de Juiz de Fora,2010,3,3,3,"Artes, Cultura e Linguagens",POS-GRADUACAO,"['2023029 - A - TÓPICOS ESPECIAIS EM ESTÉTICA, REDES E TECNOCULTURA I (2015/3)', '2023035 - A - INTERMIDIALIDADE E TRADUÇÃO INTERSEMIÓTICA - INTRODUÇÃO E ANÁLISE (2013/1)', '2023106 - A - DESENVOLVIMENTO DE PROJETOS EM INTERARTES (2018/3)', '2039021 - A - ARTE E TECNOLOGIA  (2016/1)', '2039031 - A - DESENVOLVIMENTO DE PROJETOS EM MÚSICA E INTERARTES (2018/1)', '2039032 - A - TÓPICOS EM ARTES, CULTURA E LINGUAGENS V (2019/3)']"
Universidade Federal de Juiz de Fora,2010,,ATUAL,ATUAL,Programa de Pós-Graduação em Comunicação,POS-GRADUACAO,"['2023017 - A - TÓPICOS ESPECIAIS EM COMUNICAÇÃO E SOCIEDADE (2010/1)', '2023017 - A - TÓPICOS ESPECIAIS EM COMUNICAÇÃO E SOCIEDADE (2014/3)', '2023073 - A - ARTE, ARTEFATO E TECNOLOGIA COGNITIVA (2016/3)', '2023119 - A - TEMAS EM COMUNICAÇÃO E SOCIEDADE I (2019/3)', '3021001 - A - EPISTEMOLOGIA DA COMUNICAÇÃO (2022-1)', '2023121 - I - TEMAS EM COMUNICAÇÃO E SOCIEDADE III (2020/1)']"
Universidade de la  Republica do Uruguai,2014,,ATUAL,ATUAL,Humanidades y Ciencias de la Educación,POS-GRADUACAO,"['Cognición, Lenguaje y Cultura']"
Universidade Federal de Juiz de Fora,2014,6,6,6,Letras,POS-GRADUACAO,['3005015 - A - TÓPICOS AVANÇADOS EM LITERATURA E CRÍTICA LITERÁRIA (2014/3)']
Universidade de la  Republica do Uruguai,2017,,ATUAL,ATUAL,Humanidades y Ciencias de la Educación,POS-GRADUACAO,"['Cognición, Lenguaje y Cultura']"
Linnéuniversitetet - Växjö,2019,,ATUAL,ATUAL,The Linnæus University Centre for Intermedial and Multimodal Studies,POS-GRADUACAO,['Intermediality and poetic improvisation: the Repentismo tradition']
