TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
"Por que ler...?: Charles James, um astro sem atmosfera no mundo da moda",2014,10.26563/dobras.v7i16.29,Português,REVISTA D'OBRAS (ONLINE),A2,2358-0003,"['Maria Lucia Bueno Ramos', 'Maria Lucia Bueno']","['1', '2']",['1'],-99
Cultura Visual e estilos de vida. As revistas de moda francesas e as estratégias de marketing da alta costura no início do século XX,2016,10.12957/revmar.2016.20861,Português,Maracanan,XX,2359-0092,['Maria Lucia Bueno Ramos'],['1'],['1'],-99
DA GASTRONOMIA FRANCESA À GASTRONOMIA GLOBAL: hibridismos e identidades inventadas,2016,10.1590/s0103-49792016000300003,Português,Caderno CRH (UFBA),XX,0103-4979,"['Maria Lucia Bueno Ramos', 'Maria Lucia Bueno']","['1', '2']",['1'],-99
"Arte, mundo, uma vígula",2016,,Português,NAVA,B1,2525-7757,"['Ligia Dabul', 'Maria Lucia Bueno Ramos', 'Maria Lucia Bueno']","['1', '2', '3']",['2'],-99
Sociologia da Arte: notas sobre a construção de uma disciplina,2018,10.20336/rbs.233,Português,REVISTA BRASILEIRA DE SOCIOLOGIA,A4,2318-0544,"['Maria Lucia Bueno Ramos', ""Sabrina Parracho Sant'Anna"", 'Ligia Dabul']","['1', '2', '3']",['1'],-99
Passagens na cultura de moda moderna: da distinção à confusão,2017,,Português,Revista Nava,B1,2525-7757,['Maria Lucia Bueno Ramos'],['1'],['1'],-99
"Moda, gênero e ascensão social. As mulheres da alta-costura: de artesãs a profissionais de prestigio",2018,10.26563/dobras.v11i24.776,Português,"DOBRAS (BARUERI, SP)",A2,1982-0313,['Maria Lucia Bueno Ramos'],['1'],['1'],-99
O universo do luxo por Renato Ortiz,2018,,Português,Todas as Artes. Revista Luso-brasileira de artes e cultura,C,2184-3805,['Maria Lucia Bueno Ramos'],['1'],['1'],-99
Paysages de l'alimentation et expériences gastronomiques,2020,10.400/bresils.6279,Português,BRÉSIL(S) - SCIENCES HUMAINES ET SOCIALES,XX,2425-231X,"['Maria Lucia Bueno Ramos', 'denise Bernuzzi Sant Anna']","['1', '2']",['1'],-99
Narrativas e reflexões: da fala da música aos meandros do desenho,2019,,Português,REVISTA NAVA,B1,2525-7757,"['Maria Lucia Bueno Ramos', 'Renata Oliveira Caetano', 'Marta Castelo Branco']","['1', '2', '3']",['1'],-99
"Arlindo Daibert, imagens e diálogos. Revista Margem",1992,,Português,Margem (PUCSP),XX,0103-8915,['Maria Lucia Bueno Ramos'],['1'],['1'],-99
