ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4860345266508825,Jussara Rodrigues Fernandino,Fernandino,"FERNANDINO, Jussara Rodrigues",Belo Horizonte,MG,"Professora Associada da Escola de Música da UFMG, atua na área de Educação Musical - Licenciatura em Música e no Programa de Pós-Graduação desta instituição. Doutora e Mestre em Artes pela Universidade Federal de Minas Gerais (Área de Estudo: Artes Cênicas).  Especialista em Educação Musical e Bacharel em Piano pela Escola de Música da Universidade Federal de Minas Gerais. Atriz pela Fundação Clóvis Salgado. Desenvolve pesquisa sobre a relação Arte e Educação, com ênfase na interação cênico-musical. No campo da educação básica e pública coordena a área de Música do Núcleo Artes/Sociologia do PIBID - Programa Institucional de Iniciação à Docência e, neste mesmo programa, também coordenou o Núcleo Música-Teatro. Na extensão foi coordenadora do Centro de Musicalização Infantil da UFMG (CMI), do Programa Escola Integrada (área de Música), desenvolvido pela parceria UFMG e Secretaria Municipal de Educação de Belo Horizonte, e da ação de extensão Musicalização no Projeto Cariúnas, dentre outros projetos. É membro da COMFIC, Comissão para Discussão e Elaboração das Políticas de Formação Inicial e Continuada de Professores da  Educação Básica da UFMG. No âmbito da produção artística atua em eventos musicais e teatrais como pianista, atriz, compositora de musicais e trilhas sonoras.",06-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0001-6793-5837
