ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8882590135112539,Rogério Tavares Constante,Constante,"CONSTANTE, R. T.",Porto Alegre,RS,"Possui graduação em Bacharelado em Música - Habilitação: violão pela Universidade Federal do Rio Grande do Sul (1997), mestrado em Música (2000) e doutorado em Música pela Universidade Federal do Rio Grande do Sul (2006). Atualmente é professor associado da Universidade Federal de Pelotas. Tem experiência na área de Artes, com ênfase em Composição Musical, atuando principalmente nos seguintes temas: composição,  contraponto, harmonia, análise musical, música contemporânea, interpretação musical e computação musical.",26-06-2022,Universidade Federal de Pelotas,
