ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8524050960433272,Ana Cristina Carvalho Pereira,Pereira,"PEREIRA, A. C. C.;CARVALHO PEREIRA, ANA CRISTINA;PEREIRA, ANA CRISTINA CARVALHO",São Paulo,SP,"Possui graduação em Pedagogia Licenciatura Plena pelo Centro Universitário de Belo Horizonte (2001), mestrado em Educação Tecnológica pelo Centro Federal de Educação Tecnológica de Minas Gerais (2005) e doutorado em Pós Graduação em Estudos Lingüísticos pela Universidade Federal de Minas Gerais (2010). Atualmente é professor associado da Universidade Federal de Minas Gerais, membro da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas, colaborador da Associação Nacional de Pós-Graduação e Pesquisa em Letras e Linguística, assessora da Prefeitura Municipal de Belo Horizonte, profissional de dança da Associação Profissional dos Profissionais da Dança, bailarina/coreógrafa/maitre do Sindicato dos Artistas e Técnicos em Espetáculos de Diversões de MG, bailarina do Sindicato dos Artistas e Técnicos em Espetáculos de Diversões, sócio do Conselho Brasileiro de Dança e bailarina da Associação Profissional dos Artistas e Técnicos em Espetáculos de Diversões. Tem experiência na área de Educação, com ênfase em Educação, atuando principalmente nos seguintes temas: analogias e metáforas, recurso didático, dança, dança clássica e formação humana.",13-04-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0003-2421-6757
