INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Ouro Preto,1999,08,08,08,Direção teatral,GRADUACAO,"['Expressão Corporal I', 'Expressão Corporal II']"
Centro Universitário de Belo Horizonte,2002,08,08,08,,OUTRO,['Consciencia Corporal']
Centro Universitário de Belo Horizonte,2002,08,08,08,,OUTRO,['Consciencia Corporal']
Centro Universitário de Belo Horizonte,2004,06,06,06,Relações Públicas,GRADUACAO,['Fundamentos de Arte Contemporânea']
Pontifícia Universidade Católica de Minas Gerais,2004,12,12,12,Cultura: crítca e Produção,ESPECIALIZACAO,['Coordenação de curso']
Universidade Federal de Minas Gerais,2004,12,12,12,Artes Cênicas,GRADUACAO,"['Projeto Experimental de Prática de Montagem B', 'Prática corporal Dirigida B']"
Universidade Federal de Minas Gerais,2005,06,06,06,Artes Cênicas,GRADUACAO,"['Pratica de montagem B', 'Preparaçao corporal A', 'Preparaçao corporal B', 'Preparaçao corporal C']"
Universidade Federal de Minas Gerais,2005,12,12,12,Teatro,GRADUACAO,"['Preparação Corporal I', 'Interpretação III']"
Universidade Federal de Minas Gerais,2006,12,12,12,Artes Cênicas,GRADUACAO,"['Projeto Experimental de Prática de Montagem A', 'Prática Corporal Dirigida A']"
Universidade Federal de Minas Gerais,2006,06,06,06,Artes Cênicas,GRADUACAO,"['Projeto Experimental de Prática de Montagem A', 'Prática Corporal Dirigida A']"
Universidade Federal de Minas Gerais,2007,06,06,06,Teatro,GRADUACAO,"['Dança Contemporânea', 'Prática Corporal Dirigida A', 'Preparação Corporal I']"
Universidade Federal de Minas Gerais,2007,06,06,06,Teatro,GRADUACAO,['Dança Contemporânea']
Universidade Federal de Minas Gerais,2008,07,07,07,Teatro,GRADUACAO,"['Trabalho de Conclusao de Curso Bacharelado em Interpretação teatral- Coordenação', 'Estudos Corporais A']"
Universidade Federal de Minas Gerais,2008,12,12,12,Teatro,GRADUACAO,"['Estudos Corporais Dirigidos C', 'Estudos Corporais A', 'Trabalho de Conclusao de Curso Bacharelado em Interpretação teatral- Coordenação']"
Universidade Federal de Minas Gerais,2009,07,07,07,Teatro,GRADUACAO,"['Introdução à Prática Docente em Artes Cênicas', 'Estudos Corporais A']"
Universidade Federal de Minas Gerais,2009,12,12,12,Teatro,GRADUACAO,"['Ciclo de Conferência sobre Ensino de Teatro- Tópicos em Teatro C', 'Estudos Corporais A', 'Introdução à Prática Docente em Artes Cênicas']"
Universidade Federal de Minas Gerais,2010,12,12,12,Teatro,GRADUACAO,"['- PRATICA DE DANCA I- 60 hs/a DANÇA', 'PERCEPCAO CORPORAL-60hs/a DANÇA', '- ESTAGIO SUPERVISIONADO BACHARELADO- 60hs/a']"
Universidade Federal de Minas Gerais,2010,07,07,07,Teatro,GRADUACAO,"['Introducao A Prat. Docente em Teatro 30hs/a', 'Estudo Corporal Dirigido A 30hs/a', 'Estagio Supervisionado Bacharelado 60hs/a']"
Universidade Federal de Minas Gerais,2012,01,01,01,Teatro,GRADUACAO,"['FTC140 Estudos Corporais A', 'FTC046 Tópicos em Teatro C- Preparação corporal:Pilates solo e alongmento']"
Universidade Federal de Minas Gerais,2012,01,01,01,Dança,GRADUACAO,['FTC246 Percepção Corporal']
Universidade Federal de Minas Gerais,2013,12,12,12,Teatro,GRADUACAO,"['Estudos Corporais A', 'Pesquisa em Artes Cênicas']"
Universidade Federal de Minas Gerais,2014,12,12,12,Teatro,GRADUACAO,"['Pesquisa em Artes Cênicas', 'Estudos Corporais A', 'Improvisação Corporal']"
Universidade Federal de Minas Gerais,2014,12,12,12,Artes,POS-GRADUACAO,['Metodologia de Pesquisa']
Universidade Federal de Minas Gerais,2015,12,12,12,Teatro,GRADUACAO,"['Treinamento Corporal para Atores', 'Estudos Corporais A', 'Ritmica Corporal']"
Universidade Federal de Minas Gerais,2015,07,07,07,Artes,POS-GRADUACAO,['Metodologia de Pesquisa']
Universidade Federal de Minas Gerais,2016,12,12,12,Teatro,GRADUACAO,"['Estudos Corporais A', 'Improvisação Corporal']"
Universidade Federal de Minas Gerais,2016,07,07,07,Artes,POS-GRADUACAO,['Metodologia de Pesquisa']
Universidade Federal de Minas Gerais,2017,07,07,07,Artes,POS-GRADUACAO,['Metodologia de Pesquisa']
Universidade Federal de Minas Gerais,2017,12,12,12,Teatro,GRADUACAO,"['Pesquisa em Artes Cênicas', 'Treinamento Corporal']"
Universidade Federal de Minas Gerais,2017,12,12,12,Teatro,GRADUACAO,['Laboratórios transversais em Culturas e Artes B']
Universidade Federal de Minas Gerais,2017,07,07,07,Artes,POS-GRADUACAO,['Formação transversal Seminário Artes da Cena: composição poética da cena ( Prof. convidado Marcelo Cordeiro)']
Universidade Federal de Minas Gerais,2018,12,12,12,Abi - Teatro,GRADUACAO,['Pesquisa em Artes Cênicas']
Universidade Federal de Minas Gerais,2018,12,12,12,Artes,POS-GRADUACAO,"['Estágio Docência', 'Arte e Tecnologia da Imagem']"
Universidade Federal de Minas Gerais,2019,12,12,12,Teatro,GRADUACAO,"['Pesquisa em Artes Cênicas', 'Rítmica Corporal']"
Universidade Federal de Minas Gerais,2020,,ATUAL,ATUAL,Teatro,GRADUACAO,['Pesquisa em Artes Cênicas']
