ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
6022645968535320,Cesar Adriano Traldi,Traldi,"TRALDI, C. A.",Descalvado,SP,"Percussionista e compositor, é bacharel em percussão pela Universidade Estadual de Campinas onde estudou com o Prof. Dr. Fernando Hashimoto. Posteriormente, sob a orientação do Prof. Dr. Jônatas Manzolli, realizou, na mesma instituição, sua pesquisa de mestrado focada no estudo do processo interacional do intérprete com meios tecnológicos e pesquisa de doutorado sobre linguagem contemporânea para percussão e dispositivos eletrônicos em tempo real.&amp;#10;&amp;#10;Como solista, tem se destacado nacionalmente através de suas atuações frente a algumas das principais orquestras do país, além de apresentações e recitais solo em diversos Estados brasileiros. Internacionalmente estão apresentações na Croácia, Eslovênia, Dinamarca, Estados Unidos, México, Portugal, Espanha e Cuba. Foi premiado em importantes concursos como Furnas Geração Musical, V Concurso Petrobras Pró Música para Jovens Solistas, CCLA de Música Instrumental para Jovens, finalista do programa Prelúdio (TV Cultura) e escolhido como destaque do I Festival Internacional de Música da Unicamp.&amp;#10;&amp;#10;Como pesquisador, já participou como palestrante e debatedor em mesas redondas de alguns dos principais encontros científicos do Brasil. Entre suas publicações encontram-se trabalhos sobre novas posturas interpretativas na performance de obras para instrumentos de percussão com interação com dispositivos tecnológicos em tempo real, trabalhos esses já apresentados e publicados na França, Espanha, Portugal, além de inúmeros eventos nacionais.&amp;#10;&amp;#10;Atualmente, forma com o percussionista Cleber Campos, o Duo Paticumpá. É professor do Curso de Música, pesquisador do Núcleo de Música e Tecnologia e orientador no Programa de Pós-graduação (Mestrado) da Universidade Federal de Uberlândia. Atua também como colaborador do Programa de Doutorado em Música da Universidade de Aveiro ? Portugal.",25-03-2022,Universidade Federal de Uberlândia,
