TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Panorama Brasileiro na Relação Ciência e Conservação de Acervos,2007,Português,Museu Histórico Nacional,['Luiz Antonio Cruz Souza'],['1'],['1']
Hymeneus travestido assistindo a uma dança em honra a Príapo: estudo científico,2009,Português,imprensa Oficial do Estado de São Paulo,"['Ravaud', 'Luiz Antonio Cruz Souza', 'Alexandre Cruz Leão', 'Alessandra Rosado', 'Carlos Roberto Appoloni', 'P. S. Parreira']","['1', '2', '3', '4', '5', '6']",['2']
Materiais pictóricos em cerâmicas Tupiguarani de Minas Gerais,2010,Português,Superintendência do IPHAN em Minas Gerais,"['Luiz Antonio Cruz Souza', 'Camila pereira Jácome', 'Selma Otília Gonçalves da Rocha']","['1', '2', '3']",['1']
"Resumo Descritivo das Etapas de Conservação-Restauração e Transposição do Mural Da Descoberta do Brasil ao Ciclo Mineiro do Café, de Yara Tupinambá",2012,Português,Assembléia Legislativa do Estado de Minas Gerais,"['Alessandra Rosado', 'Luiz Antonio Cruz Souza', 'Pérside Omena Ribeiro']","['1', '2', '3']",['2']
"CHAPTER 22. Material and Technical Studies of a Selected Group of Paintings by Candido Portinari, a Major Brazilian Modernist Painter",2014,Inglês,Royal Society of Chemistry,"['Alessandra Rosado', 'Mendes, Isolda', 'Motta Jr, Edson', 'Teixeira, Cláudio Valério', 'Luiz Antonio Cruz Souza']","['1', '2', '3', '4', '5']",['5']
A Preservação do Patrimônio Arqueológico pelo Estado Brasileiro: Desafios e Conquistas,2015,Português,"Secretaria de Estado da Cultura de Minas Gerais, Arquivo Público Mineiro","['Willi de Barros Gonçalves', 'Alessandra Rosado', 'Luiz Antonio Cruz Souza']","['1', '2', '3']",['3']
Degradação de Materiais Constitutivos da Fotografia sobre vidro ? Complexidade de Materiais e Critérios de Intervenções ? Caso Chichico Alkimin,2015,Português,"Secretaria de Estado da Cultura de Minas Gerais, Arquivo Público Mineiro","['Luiz Antonio Cruz Souza', 'FREITAS, Jussara', 'Yacy-Ara Froner', 'Evandro José Lemos da Cunha']","['1', '2', '3', '4']",['1']
Bustos Relicários Atribuídos ao Mestre Aleijadinho: Estudo Técnico-Científico de Obras Completas e Inacabadas como Elementos de Caracterização da Técnica e Materiais,2015,Português,"Secretaria de Estado da Cultura de Minas Gerais, Arquivo Público Mineiro","['Lucienne Maria de Almeida Elias', 'Luiz Antonio Cruz Souza', 'Antonio Fernando Baptista dos Santos']","['1', '2', '3']",['2']
Penetrável Magic Square De Luxe nº5: Análise dos materiais e das técnicas constritivas de uma obra de arte contemporânea,2015,Português,"Secretaria de Estado da Cultura de Minas Gerais, Arquivo Público Mineiro","['Conceicao Linda de Franca', 'Kleumanery de Melo Barboza', 'Amanda Cristina A Cordeiro', 'Luiz Antonio Cruz Souza']","['1', '2', '3', '4']",['4']
A radiografia Aplicada ao Estudo e a Preservação de Bens Culturais,2019,Português,Medbook Editora Ciêntífica Ltda,"['Luiz Antonio Cruz Souza', 'Beatriz Ramos de V Coelho', 'Maria Regina Emery Quites', 'Alessandra Rosado', 'Alexandre Leão']","['1', '2', '3', '4', '5']",['1']
CHAPTER 10. Judith Lauand: Art and Technology of a Brazilian Concrete Painter,2020,Inglês,Royal Society of Chemistry,"['Luiz Antonio Cruz Souza', 'Alessandra Rosado', 'Froner Gonçalves, Yacy-Ara', 'Rodrigues, Rita Lages', 'Carvalho, Humberto Farias de', 'Sanna Castelo Branco, Maria Alice', 'GIOVANI, GIULIA']","['1', '2', '3', '4', '5', '6', '7']",['1']
Redes de ciência do patrimônio: contribuição à Agenda 2030 para o desenvolvimento sustentável,2021,Português,Mórula,"['Luiz Antonio Cruz Souza', 'FRONER, YACY-ARA', 'Luca Pezzatti', 'Willi de Barros Gonçalves', 'Flávio Carsalade', 'S. Alvarenga', 'Henry McGhie', 'Guilherme MIchelin']","['1', '2', '3', '4', '5', '6', '7', '8']",['1']
"Chinese motifs in the Baroque art of Minas Gerais, Brazil: historical and technical aspects",1998,Inglês,The Getty Conservation Institute,"['Luiz Antonio Cruz Souza', 'Cristina Avila']","['1', '2']",['1']
