TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Formação, experiência e criação: Curso Educação Infantil, Infâncias e Arte",2014,Português,VAZIO,"['Ana Cristina Carvalho Pereira', 'Ricardo Carvalho de Figueiredo']","['1', '2']",['1']
"Atravessamentos: ensino-aprendizagem de arte, formação do professor e educação infantil",2015,Português,VAZIO,['Ana Cristina Carvalho Pereira'],['1'],['1']
Entrelaçando experiências: possibilidades de aperfeiçoamento profissional na educação infantil,2015,Português,VAZIO,"['Rogério Correia da Silva', 'Tânia Aretuza Ambrizi Gebara', 'Ana Cristina Carvalho Pereira', 'Cristina de Freitas Castilho']","['1', '2', '3', '4']",['3']
Pra que serve a arte?,2018,Português,VAZIO,"['Ana Cristina Carvalho Pereira', 'Rosvita Kolb Bernardes', 'Eliette Aleixo']","['1', '2', '3']",['1']
Rumos da arte: Ensino Fundamental - Anos Finais (6º ano) (Livro do Aluno),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (6º ano) (Manual do Professor),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (7º ano) (Livro do Aluno),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (7º ano) (Manual do Professor),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (8º ano) (Livro do Aluno),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (8º ano) (Manual do Professor),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (9º ano) (Livro do Professor),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Rumos da arte: Ensino Fundamental - Anos Finais (9º ano) (Livro do Aluno),2018,Português,VAZIO,"['Mariana de Lima e Muniz', 'Maurílio Andrade Rocha', 'Rodrigo Vivas', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['4']
Dança: cartografia do sensível: corpos em movimento,2013,Português,VAZIO,['Ana Cristina Carvalho Pereira'],['1'],['1']
