ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9315717537762029,Igor Leão Maia,Maia,"MAIA, I. L.;LEÃO MAIA, IGOR;MAIA, IGOR LEÃO",,,"Igor Maia é compositor e regente, professor adjunto da Escola de Música da Universidade Federal de Minas Gerais. Ele é doutor em composição musical pelo Kings College London, com bolsa da CAPES (Ministério da Educação) e sob orientação da Profa. Silvina Milstein e do Prof. George Benjamin. É bacharel em composição e teoria musical pelo Conservatório Real de Haia (Holanda) e mestre em música pela Universidade Estadual de Campinas (Unicamp) sob orientação do Prof. Dr. Silvio Ferraz com bolsa da Fapesp. Como compositor sua música tem sido tocada em diversos concertos e festivais na Europa, Américas e Japão. Teve aulas com renomados compositores como Isabel Mundry, Brian Ferneyhough, Martin Matalon, Jukka Tiensu, Toshio Hosokawa, Francesco Filidei, Liza Lim, dentre outros. Sua música foi tocada por grupos como a Bournemouth Symphony Orchestra, Holland Symfonia, Camerata Aberta, Ensemble Reconsil, Ensemble Linea, Lontano, Callioppée, Modelo 62 e Orquestra Sinfônica Municipal de Campinas. Foi também agraciado com importantes Prêmios como o 1o Prêmio do Festival Tinta Fresca 2019,  2o Prêmio do Concurso de Composição Pablo Casals (França), BMI Student Composer Award (EUA), o Prêmio da Fundação Nacional das Artes (FUNARTE) de Composição Clássica em 2010 e 2016 e o Prêmio do II Concurso Nacional de Composição Música Hoje. Como regente ele atuou na Alemanha, Brasil, Espanha, Holanda e Grã-Bretanha. Foi regente assistente da Orquestra Sinfônica do Kings College London (KCLSO) durante o ano de 2017 e regente associado do Goodensemble (Goodenough College, Londres) de outubro de 2016 a dezembro de 2017.",26-07-2022,,
