PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Inventário do Patrimônio Cultural do bairro Santa Tereza, Belo Horizonte/MG, e oficinas de Educação Patrimonial em conexão com as mídias sociais.",2015,2016,PESQUISA,"['Loque Arcanjo Junior', 'Rangel Cerceau Netto', 'Raul de Oliveira Amaro Lanari']","['NAO', 'SIM', 'NAO']"
"Olhares Sobre o Bairro Lagoinha: imagens, cotidiano e memórias.",2015,2016,PESQUISA,"['Loque Arcanjo Junior', 'Rangel Cerceau Netto', 'Raul de Oliveira Amaro Lanari', 'NASCIMENTO, Alexandra', 'ANDRADE, Luisa Teixeira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Arquivo João Etienne Arreguy Filho (1918-1998): Jornalismo, literatura e artes em Minas Gerais",2018,2019,PESQUISA,"['Loque Arcanjo Junior', 'DUARTE, Cláudio monteiro', 'Raul de Oliveira Amaro Lanari', 'Izamara Barbosa Arcanjo Ferreira Silva']","['SIM', 'NAO', 'NAO', 'NAO']"
"Olhares sobre o bairro Lagoinha: cotidiano, memórias, educação e patrimônio",2017,2018,PESQUISA,"['Loque Arcanjo Junior', 'Ana Rosa Vidigal']","['SIM', 'NAO']"
A PRODUÇÃO MUSICAL MINEIRA: UMA PERSPECTIVA ATRAVÉS DA EDIÇÃO DE OBRAS PERTENCENTES AO ACERVO MAESTRO CHICO ANICETO,2012,2019,PESQUISA,"['Loque Arcanjo Junior', 'Domingos Sávio Lins Brabdão']","['SIM', 'NAO']"
"MÚSICA, MUSICOLOGIA E HISTÓRIA: DIÁLOGOS SOBRE A MÚSICA BRASILEIRA NA CORRESPONDÊNCIA DE FRANCISCO CURT LANGE (1930-1945)",2014,2015,PESQUISA,"['Loque Arcanjo Junior', 'alexandra nascimento']","['SIM', 'NAO']"
"MÚSICA, MUSICOLOGIA E HISTÓRIA: DIÁLOGOS SOBRE A MÚSICA BRASILEIRA NA CORRESPONDÊNCIA DE FRANCISCO CURT LANGE (1930-1945)",2015,2016,PESQUISA,"['Loque Arcanjo Junior', 'Domingos Sávio Lins Brabdão', 'Alesandra Nascimento']","['SIM', 'NAO', 'NAO']"
"MÚSICA, MUSICOLOGIA E HISTÓRIA: DIÁLOGOS SOBRE A MÚSICA BRASILEIRA NA CORRESPONDÊNCIA DE FRANCISCO CURT LANGE (1930-1945)",2016,2017,PESQUISA,"['Loque Arcanjo Junior', 'Alesandra Nascimento']","['SIM', 'NAO']"
FRANCISCO CURT LANGE E CARLOS DRUMMOND ANDRADE: PRÁTICAS MUSICAIS E REDES DE SOCIABILIDADE NO BRASIL (1941-1950),2017,2018,PESQUISA,"['Loque Arcanjo Junior', 'Alexandra Nascimento Passos']","['SIM', 'NAO']"
A MÚSICA COLONIAL MINEIRA NA MUSICOLOGIA E NA CORREPONDÊNCIA DE FRANCISCO CURT LANGE (1944-1946),2017,2018,PESQUISA,"['Loque Arcanjo Junior', 'Rangel Cerceau Netto']","['SIM', 'NAO']"
"Música, Musicologia e História: diálogos sobre a música brasileira na correspondência de Francisco Curt Lange (1930-1945)",2018,2019,PESQUISA,"['Loque Arcanjo Junior', 'NASCIMENTO, Alexandra']","['SIM', 'NAO']"
Os Sons das Imagens: Os sons das imagens: práticas e representações sociais  na iconografia musical brasileira,2019,2020,PESQUISA,"['Loque Arcanjo Junior', 'Luiz Bavaresco Naveda', 'Alexandre Reis', 'Juliana Caetano', 'Rubens Natal Giaquinto', 'Samuel Assis']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Heitor Villa-Lobos na América Hispânica: estudo da internacionalização da obra do compositor brasileiro a partir do Acervo Curt Lange (1930-1945,2019,2019,PESQUISA,"['Loque Arcanjo Junior', 'Luiz Bavaresco Naveda']","['SIM', 'NAO']"
Heitor Villa-Lobos na América Hispânica: estudo da nternacionalização da obra do compositor brasileiro a partir do Acervo Curt Lange (1930-1945),2021,ATUAL,PESQUISA,['Loque Arcanjo Junior'],['SIM']
Projeto FIC no Campus,2021,ATUAL,EXTENSAO,"['Loque Arcanjo Junior', 'Liliana Borges', 'Daniela Perri Bandeira', 'JOSE ROCHA ANDRADE', 'LAURICI VAGNER GOMES', 'CIBELE LAURIA SILVA']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Arte e Cidade: cenas, redes, territórios",2022,ATUAL,PESQUISA,"['Loque Arcanjo Junior', 'José Márcio Barros', 'Lúcia Pompeu de Freitas Campos']","['NAO', 'NAO', 'SIM']"
Organização de um banco de dados de imagens e textos sobre as representações de música e dança afro-Brasileira,2022,ATUAL,PESQUISA,"['Loque Arcanjo Junior', 'Luiz Bavaresco Naveda', 'Marília Nunes']","['SIM', 'NAO', 'NAO']"
Heitor Villa-Lobos na América Hispânica: estudo da internacionalização da obra do compositor brasileiro a partir do Acervo Curt Lange (1930-1945,2020,2021,PESQUISA,"['Loque Arcanjo Junior', 'Paulo de Tarso Salles', 'Luiz Bavaresco Naveda', 'Alexandre Reis', 'Juliana Caetano', 'Rubens Natal Giaquinto', 'Gabriel Barreto Aramuni', 'João Nery', 'Samuel Assis']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
