PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
COMPOSIÇÃO E COMPUTAÇÃO - UMA LINGUAGEM DE COMPOSIÇÃO MUSICAL PARA SER IMPLEMENTADA NO SISTEMA CARL,1994,1996,PESQUISA,"['Mauricio Alves Loureiro', 'Guilherme Augusto Soares de Castro', 'Deny Edson Felipe de souza', 'João Marcelo Neto Amaral']","['SIM', 'NAO', 'NAO', 'NAO']"
NECSO: UMA LINGUAGEM DE COMPOSIÇÃO IMPLEMENTADA NUM SISTEMA DE SÍNTESE E PROCESSAMENTO DIGITAL DE SOM DO TIPO MUSIC V (CSOUND),1996,1998,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Guilherme Augusto Soares de Castro', 'Leopold La Fosse']","['SIM', 'NAO', 'NAO', 'NAO']"
"ESTUDO DA VARIAÇÃO DO TIMBRE E SEU SIGNIFICADO MUSICAL NA INTERPRETAÇÃO DE FRASES SELECIONADAS EXECUTADAS NA CLARINETA ATRAVÉS DE ANÁLISE DAS VARIAÇÕES DAS AMPLITUDES E FREQÜÊNCIAS DOS COMPONENTES HARMÔNICOS, RESSÍNTESE E TESTES AUDITIVOS",1998,2000,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Gustavo Paulinelli Guimarães']","['SIM', 'NAO', 'NAO']"
"Análise e Controle de Sonoridade em Performance Musical: Sistema de Mapeamento e Quantificação de Timbres Utilizando Modelos Auditivos, Redes Neurais Auto-Organizativas e Análise Por Componentes Principais",2002,2006,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Pedro de alencar Durães']","['SIM', 'NAO', 'NAO']"
"Análise da Expressividade Musical a partir da Extração e Processamento de Informação de Conteúdo Musical de uma Performance, Utilizando Modelos Ocultos de Markov",2006,2008,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Luiz Alberto bavaresco de Naveda', 'Hani Camille. Yehia', 'Tairone Nunes Magalhães', 'Rodrigo Carvalho Borges', 'Thiago Campolina']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Tecnologia Digital na Escrita e Performance da Música Eletroacústica Mista Brasileira para Clarineta,2005,2009,PESQUISA,"['Mauricio Alves Loureiro', 'Sérgio Freire Garcia', 'Flávio Ferreira da Silva']","['SIM', 'NAO', 'NAO']"
Modelagem Paramétrica da Expressividade Musical a partir de Informação Acústica (áudio) e Visual (gesto físico),2008,ATUAL,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Hani Camille. Yehia']","['SIM', 'NAO', 'NAO']"
Análise Empírica da Expressividade: acoplamento acústico e gestual de músicos em prática de conjunto,2015,ATUAL,PESQUISA,"['Mauricio Alves Loureiro', 'Hani Camille Yehia']","['SIM', 'NAO']"
"Individualidade, Diversidade e Consistência Musical e Coesão na Performance da Música de Câmara",2019,ATUAL,PESQUISA,['Mauricio Alves Loureiro'],['SIM']
ESTUDO DA VARIAÇÃO DO TIMBRE NA  INTERPRETAÇÃO DE FRASES EXECUTADAS NA CLARINETA ATRAVÉS DE ANÁLISE DAS VARIAÇÕES DAS AMPLITUDES E FREQÜÊNCIAS DOS COMPONENTES HARMÔNICOS,2000,2002,PESQUISA,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula', 'Pedro de alencar Durães']","['SIM', 'NAO', 'NAO']"
