TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A cidade imaginda: uma análise da peça teatral Número Um e dos jornais da época,2005,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Cláudio Guilarduci'],['1'],['1'],-99
"Semana Santa, uma visão medieval",1995,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Cláudio Guilarduci'],['1'],['1'],-99
A morte medieval re-vivida hoje,1996,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Cláudio Guilarduci'],['1'],['1'],-99
A performance da morte no bloco carnavalesco Os Caveiras,2003,,Português,O Percevejo (UNIRIO),C,0104-7671,['Cláudio Guilarduci'],['1'],['1'],-99
O meu boi fugiu com as linhas de arte: o Teatro de Revista e as crônicas em São João del-Rei. (ISSN 2238-2801),2013,,Português,Mal-Estar e Sociedade,NP,2238-2801,['Cláudio Guilarduci'],['1'],['1'],-99
A Mudança da Capital: representações das cidades-candidatas à capital mineira,2009,,Português,Mal-Estar e Sociedade,XX,1983-6651,['Cláudio Guilarduci'],['1'],['1'],-99
A cidade e o Teatro de Revista:o edifício da Estrada de Ferro Oeste de Minas de São João del-Rei,2009,,Português,O Percevejo Online,XX,2176-7017,['Cláudio Guilarduci'],['1'],['1'],-99
O lúdico na educação: a questão do método. (ISSN 0104-8473),2012,,Português,Vertentes (UFSJ),XX,0104-8473,"['Cláudio Guilarduci', 'Mauro Rocha Baptista']","['1', '2']",['1'],-99
As exéquias do rei barroco: por um trono vazio. (ISSN 1984-4018),2015,10.30612/raido.v9i20.4033,Português,RAÍDO (ONLINE),A2,1984-4018,['Cláudio Guilarduci'],['1'],['1'],-99
O que resta da experiência: Um ensaio sobre duas cenas do grupo Ambulatório-UFSJ,2016,,Português,Plural Pluriel,B3,1760-5504,"['Cláudio Guilarduci', 'Mauro Rocha Baptista']","['1', '2']",['1'],-99
A AURA BENJAMINIANA OU A MORTE DOS VAGALUMES: UM ENSAIO - Projeto de Pesquisa A educação das sensibilidades: os pro-ductos estéticos pedagógicos nas Escolas de Educação Básica,2017,,Português,CADERNOS WALTER BENJAMIN,B3,2175-1293,"['Cláudio Guilarduci', 'Mauro Rocha Baptista']","['1', '2']",['1'],-99
EM BUSCA DA FELICIDADE PERDIDA: A ASTÚCIA E A ARROGÂNCIA NO CAMINHO DA ILUMINAÇÃO PROFANA,2018,10.21814/diacritica.232,Português,DIACRITICA,A2,0870-8967,['Cláudio Guilarduci'],['1'],['1'],-99
A educação das sensibilidades na extensão universitária: uma proposta lúdica e dialógica na ONG Atuação,2021,10.9789/2317-7705.2021.v9i2.09-24,Português,RAÍZES E RUMOS,C,2317-7705,"['DE PAULA RESENDE, LAURA', 'Cláudio Guilarduci', 'GIAROLA MINUCCI GUIMARÃES, WINNIE']","['1', '2', '3']",['2'],-99
Educação e teatro: considerações pedagógicas sobre o espaço não-formal,2022,,Português,EDUCAÇÃO EM FOCO,A4,2317-0093,"['Cláudio Guilarduci', 'Diego Domingos']","['1', '2']",['1'],-99
